title,store,original_price,current_price,unit_price,unit
Tīr. līdz. CILLIT BANG Bleach&Hygien. 750ml (5.59 €/l); (10.92 €/l),maxima.lv,,4.19,5.59,€/l
Mitrās salv. WATERWIPES zīdaiņiem 48gab.  (0.06 €/gab); (0.10 €/gab),maxima.lv,,2.99,,
Tr. m. maš. kaps. FINISH Ultimat. Lemon 55gb.  (0.31 €/gab); (0.62 €/gab),maxima.lv,,16.99,,
Tr. m. maš. kaps. FINISH Ult. Plus Lemon 51gb (0.33 €/gab); (0.67 €/gab),maxima.lv,,16.99,,
"Veļas mīkst. COCCOLINO Sens. 74m. r. 1,702L (3.17 €/l); (4.81 €/l)",maxima.lv,,5.39,3.17,€/l
"Veļas mīkst. COCCOLINO Blue 74m. r. 1,702L (3.17 €/l); (4.81 €/l)",maxima.lv,,5.39,3.17,€/l
"Veļas mīkst. COCCOLINO Lily 74m. r. 1,702L (3.17 €/l); (4.81 €/l)",maxima.lv,,5.39,3.17,€/l
Autiņb. PAMPERS Pants S6 13-19kg 42gab.  (0.36 €/gab); (0.51 €/gab),maxima.lv,,14.99,0.79,€/kg
Autiņb.  PAMPERS Pants S4 9-15kg 54gab.  (0.28 €/gab); (0.40 €/gab),maxima.lv,,14.99,1.00,€/kg
Līdz. pret lid./rāp. ins. COBRA Super 400ml (7.48 €/l); (8.88 €/l),maxima.lv,,2.99,7.48,€/l
Trauku mazg. līdz. TRI-BIO Eko 840ml (3.56 €/l); (5.70 €/l),maxima.lv,,2.99,3.56,€/l
Prezervatīvi ONE TOUCH LONG LOVE 12gab.  (0.42 €/gab); (774.17 €/gab),maxima.lv,,4.99,,
Ķerm. skrubis BIO2YOU greipfrūts 200ml (19.95 €/l); (40.95 €/l),maxima.lv,,3.99,19.95,€/l
Krēms NIVEA MEN vīriešiem 75ml (33.20 €/l); (57.20 €/l),maxima.lv,,2.49,33.20,€/l
Micel. ūd. NIVEA MicellAir jutīg. ād. 400ml (12.47 €/l); (23.73 €/l),maxima.lv,,4.99,12.48,€/l
Veļas mazg. maš. tīrīšanas līdz . K2r 2gb (1.85 €/gab); (2745.00 €/gab),maxima.lv,,3.69,,
Tīr. līdz. FROSCH Anti-Kalk Raspber.  500ml (5.98 €/l); (8.80 €/l),maxima.lv,,2.99,5.98,€/l
Prezervatīvi LIFESTYLES SKYN ELITE 3gab (1.16 €/gab); (1796.67 €/gab),maxima.lv,,3.49,,
Kosm. salv. ZEWA Softis Soft Sens. 4k. 80gb.  (0.02 €/gab); (0.04 €/gab),maxima.lv,,1.79,,
Izsm. dez. DOVE Invisible Care siev. 150ml (19.93 €/l); (38.60 €/l),maxima.lv,,2.99,19.93,€/l
Zob. pasta COLGATE Advanced Charcoal 75ml (26.53 €/l); (39.87 €/l),maxima.lv,,1.99,26.53,€/l
Zobu past. COLGATE MaxWhite Charcoal 75ml (53.20 €/l); (89.20 €/l),maxima.lv,,3.99,53.20,€/l
Traipu tīr. līdz. VANISH Oxi Act. Wh.  470g (12.74 €/kg); (23.38 €/kg),maxima.lv,,5.99,12.74,€/kg
Izsm. dezod. REXONA Blue Poppy siev.  150ml (19.27 €/l); (32.60 €/l),maxima.lv,,2.89,19.27,€/l
Sej. kr. L'OREAL Hyaluron Spec. nakts 50ml (149.80 €/l); (259.80 €/l),maxima.lv,,7.49,149.80,€/l
Gaisa atsvaidzin.  AMBI PUR Cotton 8 ml (461.25 €/l); (823.75 €/l),maxima.lv,,3.69,461.25,€/l
Hig. pak. BELLA Perfecta Blue soft 20gab.  (0.11 €/gab); (179.50 €/gab),maxima.lv,,2.29,,
Hig. pak. BELLA Perfecta Ultra Green 20gb.  (0.11 €/gab); (179.50 €/gab),maxima.lv,,2.29,,
Virt.  papīra dv.  ZEWA JUMBO 3k.  230lap.  (1.73 €/gab); (6.69 €/gab),maxima.lv,,3.99,,
Vienr. skuv. WILKINSON Sword Xtreme3 3+1gb (0.87 €/gab); (1547.50 €/gab),maxima.lv,,3.49,,
Šampūns SYOSS Color 440ml (10.20 €/l); (17.02 €/l),maxima.lv,,4.49,10.20,€/l
Balzams SYOSS Color matiem 440ml (10.20 €/l); (17.02 €/l),maxima.lv,,4.49,10.20,€/l
Zobu pasta BLANX O3X balinoša 75ml (73.20 €/l); (131.87 €/l),maxima.lv,,5.49,73.20,€/l
Zobu pasta BIOREPAIR Junior 7-14g 75ml (53.20 €/l); (93.20 €/l),maxima.lv,,3.99,285.00,€/kg
Sejas skrubis HIMALAYA aktīvā ogle 75ml (30.53 €/l); (51.87 €/l),maxima.lv,,2.29,30.53,€/l
Zobu pasta BIOREPAIR Gums Protect. 75ml (57.20 €/l); (91.87 €/l),maxima.lv,,4.29,57.20,€/l
Tīr. līdz. grīd. TRI-BIO mājdz. draudz. 840ml (3.20 €/l); (5.58 €/l),maxima.lv,,2.69,3.20,€/l
Dušas želeja OLD SPICE Tiger Claw 400ml (8.72 €/l); (14.97 €/l),maxima.lv,,3.49,8.72,€/l
Tualetes bloks BREF Pa Lemon 2x50g (0.03 €/kg); (55.90 €/kg),maxima.lv,,3.39,67.80,€/kg
Ziepes DOVE Nourishing 90g (10.56 €/kg); (18.33 €/kg),maxima.lv,,0.95,10.56,€/kg
Zobu pasta ELMEX Sensitive Complete 75ml (79.87 €/l); (154.53 €/l),maxima.lv,,5.99,79.87,€/l
Mitrās salv. VORTEX vannas istabai 48gab.  (0.04 €/gab); (58.13 €/gab),maxima.lv,,1.79,,
Mitrās salvetes VORTEX virtuvei 48gab.  (0.04 €/gab); (58.13 €/gab),maxima.lv,,1.79,,
Mitrās salvetes VORTEX mēbelēm 48gab.  (0.04 €/gab); (58.13 €/gab),maxima.lv,,1.79,,
Roku un nagu krēms NEUTROGENA 75ml (59.87 €/l); (93.20 €/l),maxima.lv,,4.49,59.87,€/l
Veļas mīkst. SILAN Magic Magn. 35m. r. 770ml (4.40 €/l); (6.74 €/l),maxima.lv,,3.39,4.40,€/l
Veļas mīkst. SILAN Dreamy Lot. 35m. r. 770ml (4.40 €/l); (6.74 €/l),maxima.lv,,3.39,4.40,€/l
Veļas mīkst. SILAN Relax. Mald. 35m. r. 770ml (4.40 €/l); (6.74 €/l),maxima.lv,,3.39,4.40,€/l
Veļ. mazg. līdz. PERSIL Color 22m. r.  990ml (7.06 €/l); (10.09 €/l),maxima.lv,,6.99,7.06,€/l
Veļ. mazg. līdz. PERSIL Sensit.  20m. r. 900ml (7.77 €/l); (11.10 €/l),maxima.lv,,6.99,7.77,€/l
Veļ. mazg. kaps. PERSIL Discs Stain 11m. r.  (0.59 €/gab); (908.18 €/gab),maxima.lv,,6.49,,
"Veļ. mazg. līdz. PERSIL Sensitiv. 40m. r. 1,8L (7.22 €/l); (9.99 €/l)",maxima.lv,,12.99,7.22,€/l
Veļas mazg. līdz. PERWOLL Blossom 20m. r. 1L (4.99 €/l); (8.69 €/l),maxima.lv,,4.99,4.99,€/l
Veļas mazg. līdz. PERWOLL Black 20m. r. 1L (4.99 €/l); (8.69 €/l),maxima.lv,,4.99,4.99,€/l
"Veļ. mīkst. SILAN Dreamy Lotus 50m. r. 1,1L (4.26 €/l); (6.90 €/l)",maxima.lv,,4.69,4.26,€/l
Šampūns SYOSS Intense Plex 440ml (10.20 €/l); (17.02 €/l),maxima.lv,,4.49,10.20,€/l
Dušas žel. DOVE Deeply Nourishing 400ml (9.97 €/l); (18.73 €/l),maxima.lv,,3.99,9.98,€/l
Roku krēms ORGANIC SHOP Tropical 75ml (33.20 €/l); (39.87 €/l),maxima.lv,,2.49,33.20,€/l
Dez. REXONA Bright Bouq. 72h zīm. siev. 50ml (57.80 €/l); (115.80 €/l),maxima.lv,,2.89,57.80,€/l
Tual. tīrīš. putas DOMESTOS Floral 435ml (6.87 €/l); (13.77 €/l),maxima.lv,,2.99,6.87,€/l
Gaisa atsvaidz. AMBI PUR Ocean Mist 185ml (21.56 €/l); (32.38 €/l),maxima.lv,,3.99,21.57,€/l
Uztura bagāt. PHARMA MARKET D3+K2 60gab.  (0.06 €/gab); (96.50 €/gab),maxima.lv,,3.79,,
Tual. bloki BREF Pow. Akt. Lem. Ocean 4x50g (0.03 €/kg); (43.45 €/kg),maxima.lv,,5.69,113.80,€/kg
Zobu pasta ORAL-B Junior 6-12 gadi 75ml (39.87 €/l); (71.87 €/l),maxima.lv,,2.99,39.87,€/l
Mitrās salvetes VORTEX stiklam 48gab.  (0.04 €/gab); (58.13 €/gab),maxima.lv,,1.79,,
Roku krēms DZINTARS Kolka mitrinošs 75ml (30.53 €/l); (47.87 €/l),maxima.lv,,2.29,30.53,€/l
Prezervatīvi DUREX Sensual 3gab.  (1.00 €/gab); (1530.00 €/gab),maxima.lv,,2.99,,
Šampūns L'OREAL ELSEVE Full Resist 400ml (11.72 €/l); (19.48 €/l),maxima.lv,,4.69,11.72,€/l
Veļ. mazg. līdz. PERWOLL Light Col. 20m. r. 1L (4.99 €/l); (8.69 €/l),maxima.lv,,4.99,4.99,€/l
Univ. tīrīš. līdzekl. MAYERI Rhubard 500ml (3.98 €/l); (6.58 €/l),maxima.lv,,1.99,3.98,€/l
Kondic. L'OREAL ELSEVE Full Resist 200ml (16.95 €/l); (28.45 €/l),maxima.lv,,3.39,16.95,€/l
Sejas skrubis NEUTROGENA Clear&Rad. 150ml (38.60 €/l); (59.93 €/l),maxima.lv,,5.79,38.60,€/l
Smaržu granulas LENOR Spring 22m. r.  270g (25.89 €/kg); (40.70 €/kg),maxima.lv,,6.99,25.89,€/kg
Zobu birst. ORAL-B Pro-3D Wh. Medium 2gb.  (2.99 €/gab); (4990.00 €/gab),maxima.lv,,2.99,,
Mut. sk. līdz. FOREST BALSAM salv. eks. 500ml (7.18 €/l); (11.98 €/l),maxima.lv,,3.59,7.18,€/l
Šampūns NIVEA Men Strong Power 500ml (9.98 €/l); (17.98 €/l),maxima.lv,,4.99,9.98,€/l
Univ. tīrīš. līdz. MAYERI Fresh Mint 500ml (3.98 €/l); (6.58 €/l),maxima.lv,,1.99,3.98,€/l
Gaisa atsvaidzinātājs MAYERI Rose 300ml (8.30 €/l); (11.63 €/l),maxima.lv,,2.49,8.30,€/l
Gaisa atsvaidzinātājs MAYERI Bambo. 300ml (8.30 €/l); (11.63 €/l),maxima.lv,,2.49,8.30,€/l
Tual. tīr. līdz. SEAL Anti-Limescale 700ml (3.41 €/l); (5.70 €/l),maxima.lv,,2.39,3.41,€/l
Zobu diegs ORAL-B Essential Mint 50m (2290.00 €/gab); (3490.00 €/gab),maxima.lv,,2.29,,
Dušas želeja PALMOLIVE Fig&Milk 500ml (7.98 €/l); (13.98 €/l),maxima.lv,,3.99,7.98,€/l
Veļas mazg. kapsulas PERSIL Color 70m. r.  (0.31 €/gab); (0.57 €/gab),maxima.lv,,21.99,,
Veļas mazg. kaps. PERSIL Universal 70m. r.  (0.31 €/gab); (0.57 €/gab),maxima.lv,,21.99,,
Tual. bloki BREF Pow. Aktiv Flowers 4x50g (0.03 €/kg); (43.45 €/kg),maxima.lv,,5.69,113.80,€/kg
Tual. bloki BREF Color Akt. Lavender 2x50g (0.04 €/kg); (59.90 €/kg),maxima.lv,,3.79,75.80,€/kg
Tual. bloki BREF Col. Akt. Eucalyptus 2x50g (0.04 €/kg); (59.90 €/kg),maxima.lv,,3.79,75.80,€/kg
"Veļas mazg. l. COCCOLINO Speed 54m. r. 2,16L (0.19 €/l); (314.63 €/l)",maxima.lv,,10.49,4.86,€/l
"Veļas mazg. l. COCCOLINE Ultra 54m. r. 2,16L (0.19 €/l); (314.63 €/l)",maxima.lv,,10.49,4.86,€/l
"Veļas mazg. l. COCCOLINO Odor 54m. r. 2,16L (0.19 €/l); (314.63 €/l)",maxima.lv,,10.49,4.86,€/l
Tual. bloki BREF Color Aktiv Flower 2x50g (0.04 €/kg); (59.90 €/kg),maxima.lv,,3.79,75.80,€/kg
Tual. bloki BREF Pow. Akt. Fruitopia 2x50g (0.03 €/kg); (55.90 €/kg),maxima.lv,,3.39,67.80,€/kg
Stiklu tīrīšanas līdzeklis KVADRO 700ml (3.14 €/l); (4.86 €/l),maxima.lv,,2.29,3.27,€/l
Tīr. līdz. pelējuma noņemš. KVADRO 700ml (4.84 €/l); (7.70 €/l),maxima.lv,,3.39,4.84,€/l
Depilāc. vaska strēmeles VEET sejai 20gb.  (0.25 €/gab); (0.40 €/gab),maxima.lv,,4.99,,
Zobu birste COLGATE ZIG-ZAG MEDIUM (1.19 €/gab); (1990.00 €/gab),maxima.lv,,1.19,,
Tual. bloks skal. tvertnei SANO zils 150g (29.27 €/kg); (39.93 €/kg),maxima.lv,,4.39,29.27,€/kg
Skūšanās žel. NIVEA jutīgai ādai 200ml (19.95 €/l); (34.95 €/l),maxima.lv,,3.99,19.95,€/l
Ķermeņa krēms NIVEA Creme 150ml (21.27 €/l); (35.27 €/l),maxima.lv,,3.19,21.27,€/l
Zobu pasta LACALUT SENSITIVE 75ml (39.87 €/l); (66.53 €/l),maxima.lv,,2.99,39.87,€/l
Šampūns SCHAUMA vīriešiem 400ml (7.47 €/l); (13.72 €/l),maxima.lv,,2.99,7.48,€/l
Tests grūtniecības noteikš.  MARIA STRIP (1.29 €/gab); (1890.00 €/gab),maxima.lv,,1.29,,
Univers. tīr. līdz. AJAX ceriņu smarža 1L (2.99 €/l); (4.29 €/l),maxima.lv,,2.99,2.99,€/l
Ikd. ieliktn. NATURELLA Light Camom. 100gb.  (0.04 €/gab); (0.07 €/gab),maxima.lv,,4.49,,
Tualetes ūdens LA RIVE Cabana vīr.  90ml (77.67 €/l); (133.22 €/l),maxima.lv,,6.99,77.67,€/l
Tīrīš. līdz. caurulēm TIRET Turbo 500ml (7.98 €/l); (16.78 €/l),maxima.lv,,3.99,7.98,€/l
Zobu pasta PRESIDENT SENSITIVE 75ml (39.87 €/l); (74.53 €/l),maxima.lv,,2.99,39.87,€/l
Matu putas SYOSS Volume Lift 250ml (23.96 €/l); (39.96 €/l),maxima.lv,,5.99,23.96,€/l
Tual. bloks skal. tvertnei SANO zaļš 150g (29.27 €/kg); (38.60 €/kg),maxima.lv,,4.39,29.27,€/kg
Tīr. līdz. logiem AJAX Triple Act.  500ml (4.38 €/l); (6.30 €/l),maxima.lv,,2.19,4.38,€/l
Sejas mazg. putas HIMALAYA nīma 150ml (25.27 €/l); (41.93 €/l),maxima.lv,,3.79,25.27,€/l
Dez. NIVEA Men Black&White Pow. rull. 50ml (59.80 €/l); (115.80 €/l),maxima.lv,,2.99,59.80,€/l
Zobu birste JORDAN 6–9g.  1gab.  (1.99 €/gab); (3290.00 €/gab),maxima.lv,,1.99,221.11,€/kg
Šampūns SYOSS ANTI-GREASE sausais 200ml (22.45 €/l); (37.45 €/l),maxima.lv,,4.49,22.45,€/l
Ziepes PALMOLIVE CHAMOMILE&VITAMIN E 90g (7.22 €/kg); (10.56 €/kg),maxima.lv,,0.65,7.22,€/kg
Hig. pak. LIBRESSE Ultra Long Mega 36gab (0.12 €/gab); (194.17 €/gab),maxima.lv,,4.49,,
Zobu pasta SENSODYNE REPAIR&PROTECT 75ml (77.20 €/l); (119.87 €/l),maxima.lv,,5.79,77.20,€/l
Hig. pak. LADY ANION Active plānas 15gab.  (0.17 €/gab); (272.67 €/gab),maxima.lv,,2.49,,
Logu tīrīšanas līdzeklis CLIN Blue 500ml (3.98 €/l); (4.58 €/l),maxima.lv,,1.99,3.98,€/l
Vienr. skuv.  BIC MISS SOLEIL COLOUR 4gab.  (0.97 €/gab); (1622.50 €/gab),maxima.lv,,3.89,,
Autiņb. PAMPERS Pants S6 13-19kg 42gab.  (0.36 €/gab); (0.51 €/gab),maxima.lv,,14.99,0.79,€/kg
Autiņb.  PAMPERS Pants S4 9-15kg 54gab.  (0.28 €/gab); (0.40 €/gab),maxima.lv,,14.99,1.00,€/kg
Ikd. ieliktn. DISCREET Water Lily 100gab.  (0.05 €/gab); (0.06 €/gab),maxima.lv,,4.69,,
Hig. paketes NATURELLA Night Duo 14gab.  (0.21 €/gab); (0.34 €/gab),maxima.lv,,2.99,,
Hig. paketes NATURELLA ULT. SUPER+ 16gab.  (0.19 €/gab); (0.29 €/gab),maxima.lv,,2.99,,
Dušas želeja DOVE Rebalancing 400ml (11.23 €/l); (18.73 €/l),maxima.lv,,4.49,11.22,€/l
Izsm. dez. REXONA Bright Bouquet 48h 150ml (19.27 €/l); (32.60 €/l),maxima.lv,,2.89,19.27,€/l
Dezod. REXONA Cobalt 48h zīmulis vīr. 50ml (57.80 €/l); (97.80 €/l),maxima.lv,,2.89,57.80,€/l
Krēmziepes SEAL Dobeles Ceriņzieds 1L (3.79 €/l); (5.69 €/l),maxima.lv,,3.79,3.79,€/l
Dušas želeja KEFF Salty Caramel 500ml (7.98 €/l); (10.98 €/l),maxima.lv,,3.99,7.98,€/l
Nakts krēms NIVEA 65+ pretgrumbu 50ml (149.80 €/l); (253.80 €/l),maxima.lv,,7.49,149.80,€/l
Zobu pasta COLGATE Triple Action 125ml (2.99 €/gab); (4.89 €/gab),maxima.lv,,2.99,23.92,€/l
Zobu birste COLGATE SLIM SOFT BLACK (2.89 €/gab); (4.89 €/gab),maxima.lv,,2.89,,
Rezerves uzgaļi Oral-B Sensitive 4 gab.  (4.00 €/gab); (6.25 €/gab),maxima.lv,,15.99,,
"SENSODYNE zobu pasta Fluoride, 75ml (57.20 €/l); (89.20 €/l)",maxima.lv,,4.29,57.20,€/l
Zobu pasta PARODONTAX Complete 75ml (90.53 €/l); (139.87 €/l),maxima.lv,,6.79,90.53,€/l
Balzams GLISS Oil Nutritive 200ml (16.95 €/l); (28.45 €/l),maxima.lv,,3.39,16.95,€/l
Izsmidz. kondic. GLISS Liquid Silk 200ml (22.45 €/l); (37.45 €/l),maxima.lv,,4.49,22.45,€/l
Izsmidz. kondic. GLISS Oil Nutritive 200ml (22.45 €/l); (37.45 €/l),maxima.lv,,4.49,22.45,€/l
Šampūns GLISS Oil Nutritive 400ml (9.97 €/l); (18.73 €/l),maxima.lv,,3.99,9.98,€/l
Hig. paketes LIBRESSE SUPER DUO 16gab.  (0.13 €/gab); (0.22 €/gab),maxima.lv,,2.15,,
Ikdien. ieliktnīši BELLA Panty Soft 60gb.  (0.03 €/gab); (0.04 €/gab),maxima.lv,,1.65,,
Ikd. ieliktn. CAREFREE Cotton Fresh 76gab.  (0.06 €/gab); (0.09 €/gab),maxima.lv,,4.49,,
Sej. krēms L'OREAL REVITAL.  LAS. dien. 50ml (239.80 €/l); (479.80 €/l),maxima.lv,,11.99,239.80,€/l
Matu ser. L'OREAL ELSEVE Hyal. Pure 102ml (58.73 €/l); (117.55 €/l),maxima.lv,,5.99,58.73,€/l
Gaisa atsv. AIRWICK FMP Cherry Blos. 250ml (13.16 €/l); (22.76 €/l),maxima.lv,,3.29,13.16,€/l
Gaisa atsv. AIRWICK FMP Spring Del.  250ml (13.16 €/l); (22.76 €/l),maxima.lv,,3.29,13.16,€/l
Dienas krēms NIVEA 65+ pretgrumbu 50ml (149.80 €/l); (253.80 €/l),maxima.lv,,7.49,149.80,€/l
"Šķidr. mazgāš. līdz. WOOLITE Perfume 1,8L (3.33 €/l); (6.66 €/l)",maxima.lv,,5.99,3.33,€/l
Tr. m. maš. kaps. FINISH Ultimat. Lemon 55gb.  (0.31 €/gab); (0.62 €/gab),maxima.lv,,16.99,,
Tr. m. maš. kaps. FINISH Ult. Plus Lemon 51gb (0.33 €/gab); (0.67 €/gab),maxima.lv,,16.99,,
Autiņb.  MOONY Airfit S 4-8kg 70gab.  (0.24 €/gab); (0.29 €/gab),maxima.lv,,16.99,2.12,€/kg
Autiņb. biks. MOONY M 6-12kg 52gab.  (0.33 €/gab); (0.38 €/gab),maxima.lv,,16.99,1.42,€/kg
Autiņb. biks. MOONY boy L 9-14kg 44 gab.  (0.39 €/gab); (0.45 €/gab),maxima.lv,,16.99,1.21,€/kg
Autiņb. biks. MOONY boy XL 12-22kg 38gab.  (0.45 €/gab); (0.53 €/gab),maxima.lv,,16.99,0.77,€/kg
Autiņb. biks. MOONY girl L 9-14kg 44 gab.  (0.39 €/gab); (0.45 €/gab),maxima.lv,,16.99,1.21,€/kg
Autiņb. biks. MOONY girl XL 12-22kg 38gab.  (0.45 €/gab); (0.53 €/gab),maxima.lv,,16.99,0.77,€/kg
Tr. mazg. kaps. FAIRY Plat. Plus Lem.  40gab.  (0.40); (0.70),maxima.lv,27.99,15.99,,
Dušas eļļa BIODERMA Atoderm 1L (0.02 €/l); (26.99 €/l),maxima.lv,,15.99,15.99,€/l
Matu maska SHISEIDO Tsubaki Repair 180g (0.07 €/kg); (122.17 €/kg),maxima.lv,,12.99,72.17,€/kg
Matu maska SHISEIDO Fino 230g (0.06 €/kg); (95.61 €/kg),maxima.lv,,12.99,56.48,€/kg
Matu serums FINO Premium Touch 70ml (0.23 €/l); (381.29 €/l),maxima.lv,,15.99,228.43,€/l
Autiņb. PEPPINS Comfy S2 4-8kg 30gab.  (0.14 €/gab); (0.18 €/gab),maxima.lv,,4.29,0.54,€/kg
Autiņb. PEPPINS Comfy S4 9-14kg 41gab.  (0.16 €/gab); (0.18 €/gab),maxima.lv,,6.59,0.47,€/kg
Autiņb. PEPPINS Comfy S3 6-10kg 49gab.  (0.14 €/gab); (0.16 €/gab),maxima.lv,,6.99,0.70,€/kg
Autiņb. PEPPINS Comfy S5 11-16kg 35gab.  (0.18 €/gab); (0.21 €/gab),maxima.lv,,6.39,0.40,€/kg
Līdz. bērn.  pret odiem un ērc.  MAGA 100ML (29.90 €/l); (39.90 €/l),maxima.lv,,2.99,29.90,€/l
Līdz. odiem un ērcēm MAGA Pro 150ml (33.27 €/l); (42.60 €/l),maxima.lv,,4.99,33.27,€/l
Līdz. pret odiem ērcēm MAGA Super 100ml (29.90 €/l); (39.90 €/l),maxima.lv,,2.99,29.90,€/l
Odu un ērču repelents MAGA 100ml (26.90 €/l); (34.90 €/l),maxima.lv,,2.69,26.90,€/l
Papīra dvieļi GRITE Orchidea 3k. 230lap.  (0.01 €/gab); (0.02 €/gab),maxima.lv,,2.29,,
Kart. plāksnes LONGCHIPS medus BBQ 75g (9.20 €/kg); (10.53 €/kg),maxima.lv,,0.69,9.20,€/kg
Krēmsiers PHILADELPHIA Protein 175g (15.94 €/kg); (24.51 €/kg),maxima.lv,,2.79,15.94,€/kg
Šok. batoniņš Berry Whip SNICKERS 40g (32.25 €/kg); (49.75 €/kg),maxima.lv,,1.29,32.25,€/kg
Šokolādes batoniņš Almond SNICKERS 45g (28.67 €/kg); (44.22 €/kg),maxima.lv,,1.29,28.67,€/kg
Želejas konf. banānu Peelerz AMOS 65g (21.38 €/kg); (30.62 €/kg),maxima.lv,,1.39,21.38,€/kg
Želejas konf. ar augļu garšu SKITTLES 50g (39.80 €/kg); (59.80 €/kg),maxima.lv,,1.99,39.80,€/kg
Kliņģ. gabal. Čedera siera g. CKRACKZEL 85g (16.35 €/kg); (22.24 €/kg),maxima.lv,,1.39,16.35,€/kg
Kliņģ. gabal. ķiploku maiz. g. CKRACKZEL 85g (16.35 €/kg); (22.24 €/kg),maxima.lv,,1.39,16.35,€/kg
Kukurūzas uzkoda TAKIS Blue Heat 100g (24.90 €/kg); (49.90 €/kg),maxima.lv,,2.49,24.90,€/kg
Šok. bat braunijs un zemesr. SNICKERS 45g (28.67 €/kg); (44.22 €/kg),maxima.lv,,1.29,28.67,€/kg
Augļu tējas garšas ledenes SKITTLES 54g (36.85 €/kg); (55.37 €/kg),maxima.lv,,1.99,36.85,€/kg
Augļu garšas ledenes SKITTLES 54g (36.85 €/kg); (55.37 €/kg),maxima.lv,,1.99,36.85,€/kg
"Dzēr. ALLDEYNN Collagen Grapefr.  0,33L D (3.61 €/l); (5.42 €/l)",maxima.lv,,1.19,3.61,€/l
Želejas konf. Peach Burst 4D AMOS 65g (21.38 €/kg); (30.62 €/kg),maxima.lv,,1.39,21.38,€/kg
"Dzēriens ALLDEYNN Collagen Peach 0,33L D (3.61 €/l); (5.42 €/l)",maxima.lv,,1.19,3.61,€/l
Pelmeņi Carbonara BULDAK 700g (11.41 €/kg); (14.27 €/kg),maxima.lv,,7.99,11.41,€/kg
"Šokolādes groziņi REESE'S 39,5g (32.66 €/kg); (65.57 €/kg)",maxima.lv,,1.29,32.66,€/kg
Želejas konf.  Mermaid Jewels AMOS 65g (21.38 €/kg); (30.62 €/kg),maxima.lv,,1.39,21.38,€/kg
Saldēti pelmeņi BULDAK ar kimči 700g (11.41 €/kg); (14.27 €/kg),maxima.lv,,7.99,11.41,€/kg
"Gāz. dzēr.  COCA-COLA Cherry 0,33L skārd. D (1.79 €/l); (3.00 €/l)",maxima.lv,,0.59,1.79,€/l
Košļ. konf. Mini Chew. Shot MINECRAFT 6x15g (22.11 €/kg); (33.22 €/kg),maxima.lv,,1.99,132.67,€/kg
"Gāzēts dzēr.  COCA-COLA Zero-Zero 0,33L D (1.79 €/l); (3.00 €/l)",maxima.lv,,0.59,1.79,€/l
Želejas konf. zemeņu Peelerz AMOS 65g (21.38 €/kg); (30.62 €/kg),maxima.lv,,1.39,21.38,€/kg
Auzu dzēriens OATLY Matcha 250ml (6.76 €/l); (9.96 €/l),maxima.lv,,1.69,6.76,€/l
Auzu dzēriens OATLY Matcha 1L (3.49 €/l); (4.49 €/l),maxima.lv,,3.49,3.49,€/l
Liellopa steiks nog. 60d.  Strip 220g (54.95 €/kg); (74.95 €/kg),maxima.lv,,10.99,49.95,€/kg
Liellopa steiks nog. 60d. Tenderloin 200g (59.95 €/kg); (79.95 €/kg),maxima.lv,,11.99,59.95,€/kg
"Gāzēts dzēriens FANTA Lychee 0,5L PET D (2.98 €/l); (4.98 €/l)",maxima.lv,,1.49,2.98,€/l
"Gāz. dzēr. FANTA Passion Fruit 0,5L PET D (2.98 €/l); (4.98 €/l)",maxima.lv,,1.49,2.98,€/l
"Gāz. dz. SPRITE Chill Zero 0,33L skārd. D (1.79 €/l); (3.00 €/l)",maxima.lv,,0.59,1.79,€/l
"Gāzēts dzēriens FANTA Melon 0,5L PET D (2.98 €/l); (4.98 €/l)",maxima.lv,,1.49,2.98,€/l
"Gāz. d. FANTA Crimson Cherry 0,33L skārd. D (1.79 €/l); (3.00 €/l)",maxima.lv,,0.59,1.79,€/l
Brok. pārsl. Cini Minis prot. NESTLE 340g (8.79 €/kg); (12.62 €/kg),maxima.lv,,2.99,8.79,€/kg
"Gāz. dz. FANTA Banana Chocolate 0,5L PET D (2.98 €/l); (4.98 €/l)",maxima.lv,,1.49,2.98,€/l
Kart. plāksnes LONGCHIPS cepta cāļa g. 75g (9.20 €/kg); (10.53 €/kg),maxima.lv,,0.69,9.20,€/kg
Brok. pārslas Lion proteīna NESTLE 340g (8.79 €/kg); (12.62 €/kg),maxima.lv,,2.99,8.79,€/kg
Proteīna bat. Peanut Cloud BAREBELLS 55g (43.45 €/kg); (59.82 €/kg),maxima.lv,,2.39,43.45,€/kg
"Gāz. dzēriens ELYNDI Pink Peach 0,5L D (3.61 €/l); (6.03 €/l)",maxima.lv,,1.19,2.38,€/l
"Gāz. dzēriens ELYNDI Apple&Kiwi 0,5L D (3.61 €/l); (6.03 €/l)",maxima.lv,,1.19,2.38,€/l
"Gāzēts dzēriens OKF Lychee 0,35L (2.26 €/l); (4.54 €/l)",maxima.lv,,0.79,2.26,€/l
"Gāzēts dzēriens OKF Green Apple 0,35L (2.26 €/l); (4.54 €/l)",maxima.lv,,0.79,2.26,€/l
"Gāzēts dzēriens OKF Melon 0,35L (2.26 €/l); (4.54 €/l)",maxima.lv,,0.79,2.26,€/l
"Gāzēts dzēriens OKF Grape 0,35L (2.26 €/l); (4.54 €/l)",maxima.lv,,0.79,2.26,€/l
