title,store,original_price,current_price,unit_price,unit
"Zemenes WELL DONE, 400 g
                            (3,73 €/kg)",maxima.lv,,1.49,3.72,€/kg
"Kartupeļi frī EXTRA LINE, 1 kg, rievoti",maxima.lv,,1.79,1.79,€/kg
"Cīsiņi bērniem Tiģerīši NĀKOTNE, 310 g
                            (7,06 €/kg)",maxima.lv,,2.19,7.06,€/kg
"Mini cīsiņi ČIK&GATAVS ĀDAŽI, 400 g
                            (4,98 €/kg)",maxima.lv,,1.99,4.98,€/kg
"Gaļas pastēte ARGETA, 95 g, četri veidi
                            (17,79 €/kg)",maxima.lv,,1.69,17.79,€/kg
"Karsti kūpināti laša mugurkauli WIDE OCEAN, 1 kg, vakuumā",maxima.lv,,3.99,3.99,€/kg
"Briedināts liellopa pleca steiks WELL DONE, 220 g
                            (31,77 €/kg)",maxima.lv,,6.99,31.77,€/kg
"Liellopa maltā gaļa WELL DONE, 400 g
                            (8,88 €/kg)",maxima.lv,,3.55,8.88,€/kg
"Konservēta tunzivs WELL DONE, 1 iepak./3x 80 g, trīs veidi
                            (14,54 €/kg)",maxima.lv,,3.49,43.62,€/kg
"Tomātu mērce LIDO, 440 g, klasiskā
                            (5,20 €/kg)",maxima.lv,,2.29,5.20,€/kg
"Olīveļļa WELL DONE, 750 ml, Extra Virgin
                            (9,32 €/l)",maxima.lv,,6.99,9.32,€/l
"Musli batoniņš HERKULESS, 25 g
                            (15,60 €/kg)",maxima.lv,,0.39,15.60,€/kg
"Proteīna batoniņš OSHEE, 49 g, zemesriekstu vai vaniļas-karameļu
                            (46,73 €/kg)",maxima.lv,,2.29,46.73,€/kg
"Šokolādes trifeles PŪRE ar pildījumu, 148 g, trīs veidi
                            (26,96 €/kg)",maxima.lv,,3.99,26.96,€/kg
"Piena šokolāde LAIMA, 90 g, trīs veidi
                            (22,11 €/kg)",maxima.lv,,1.99,22.11,€/kg
"Šokolādes ola KINDER JOY, 20 g
                            (69,50 €/kg)",maxima.lv,,1.39,69.50,€/kg
"Mīkstās vafeles WELL DONE, 250 g
                            (6,76 €/kg)",maxima.lv,,1.69,6.76,€/kg
"Makaroni DELVERDE, 250 g, FETUCCINE vai TAGLIATELLE NIDO
                            (5,56 €/kg)",maxima.lv,,1.39,5.56,€/kg
"Griķi WELL DONE, 1 iepak./8x 100 g
                            (2,36 €/kg)",maxima.lv,,1.89,18.90,€/kg
"Dažādu ziedu medus VINNIS, 500 g
                            (7,98 €/kg)",maxima.lv,,3.99,7.98,€/kg
"Šķīstošais kakao dzēriens NESQUIK, 300 g
                            (11,97 €/kg)",maxima.lv,,3.59,11.97,€/kg
"Biezenis OVKO ar gaļu un dārzeņiem, 190 g, divi veidi, 6+ vai 7+
                            (6,26 €/kg)",maxima.lv,,1.19,6.26,€/kg
"Malta kafija MERRILD IN CUP, 500 g
                            (16,98 €/kg)",maxima.lv,,8.49,16.98,€/kg
"Kafijas kapsulas LAVAZZA, 1 iepak./16x 7,5 g, ORO vai INTENSO
                            (51,58 €/kg)",maxima.lv,,6.19,825.33,€/kg
"Kafijas pupiņas AROMA GOLD ESPRESSO, 1 kg",maxima.lv,,15.99,15.99,€/kg
"Enerģijas dzēriens DYNAMI:T ORIGINAL, 568 ml
                            (2,02 €/l)",maxima.lv,,1.15,2.02,€/l
"Gāzēts dzēriens ORN CRAFT, 1,5 l, INDIAN vai ROSE",maxima.lv,,1.39,0.93,€/l
"Avota ūdens LIELBĀTA, 1,5 l, gāzēts vai negāzēts",maxima.lv,,0.89,0.59,€/l
"Šampūns vai kondicionieris SYOSS, 440 ml, dažādi veidi (10,20 €/l); (17,02 €/l)",maxima.lv,,4.49,10.20,€/l
"Dušas želeja NIVEA, 500 ml, MEN ACTIVE CLEAN vai LEMON & OIL (7,98 €/l); (13,58 €/l)",maxima.lv,,3.99,7.98,€/l
"Higiēniskās paketes ALWAYS, 1 iepak./10-20 gab., četri veidi (no 0,17 €/gab.); (no 0,25 €/gab.)",maxima.lv,,3.49,,
"Zobu birste JORDAN, 1 gab., 3-5 g.",maxima.lv,,1.99,398.00,€/kg
"Zobu pasta ELMEX JUNIOR, 75 ml, 6-12 g.  (49,20 €/l); (75,87 €/l)",maxima.lv,,3.69,49.20,€/l
"Zobu pasta COLGATE MAX, 75 ml, FRESH vai WHITE CRYSTAL (26,53 €/l); (43,87 €/l)",maxima.lv,,1.99,26.53,€/l
Produkcijai LIFESTYLES,maxima.lv,,,,
"Veļas mazgāšanas želeja PERWOLL, 2 l/40 m. r., BLOSSOM vai COLOR (4,25 €/l); (7,85 €/l)",maxima.lv,,8.49,4.24,€/l
"Veļas mīkstinātājs LENOR, 675 ml/32 m. r.  LOTUS FLOWER vai GOLD ORCHID (5,91 €/l); (9,17 €/l)",maxima.lv,,3.99,5.91,€/l
"Papīra dvieļi SERLA XXL, 1 rullis/400 loksnes, divi slāņi",maxima.lv,,2.49,,
"Tualetes bloks BREF COLOR AUTO ACTIVE, 1 iepak./3x 50 g, FLOW vai EUCALYPTUS (29,93 €/kg); (55,93 €/kg)",maxima.lv,,4.49,89.80,€/kg
"Cauruļu tīrīšanas līdzeklis HELPER, 1 l",maxima.lv,,1.49,1.49,€/l
Bērnu pārtikai SEMPER,maxima.lv,,,,
"Putra MILUPA, 225 g vai 250 g, 6+ vai 8+, trīs veidi (no 13,16 €/kg); (no 17,56 €/kg)",maxima.lv,,3.29,14.62,€/kg
"Paladziņi bērniem HAPPY, 1 iepak./10 gab., 60x90 cm (0,39 €/gab.); (0,60 €/gab.)",maxima.lv,,3.89,,
"Mitrās salvetes HUGGIES NATURE CARE, 1 iepak./3x 48 gab.  (0,02 €/gab.); (0,03 €/gab.)",maxima.lv,,2.99,,
Autiņbiksītēm PAMPERS PANTS,maxima.lv,,,,
Mājdzīvnieku aksesuāriem,maxima.lv,,,,
Dzīvnieku barībai ANIMONDA,maxima.lv,,,,
"Konservētā kaķu barība FELIX, 1 iepak./4x 85 g, trīs veidi (4,38 €/kg); (7,21 €/kg)",maxima.lv,,1.49,17.53,€/kg
"Sausā kaķu barība FRISKIES, 800 g, vistas vai liellopa gaļu un dārzeņiem (3,24 €/kg); (4,49 €/kg)",maxima.lv,,2.59,3.24,€/kg
"Sešstūra LED lampa QUANTUM HENSKE, 1 gab.",maxima.lv,,16.99,,
"Nakts lampa-projektors astronauts HENSKE, 1 gab.",maxima.lv,,9.99,,
"Galda apgaismojums HENSKE, 1 gab.",maxima.lv,,11.99,,
"Silikona lukturītis HENSKE, 1 gab.",maxima.lv,,6.99,,
"Uzlādējams lukturītis HENSKE, 1 gab.",maxima.lv,,7.99,,
"Kosmētiskais galda spogulis HENSKE BR-L075, 1 gab.",maxima.lv,,7.99,,
"Avārijas LED spuldze HENSKE, 1 gab., E27",maxima.lv,,3.99,,
"LED spuldzes PHILIPS, 1 iepak./2 gab., A60 vai A67, 60 W vai 100 W, E27 (1,25 €/gab.); (no 2,50 €/gab.)",maxima.lv,,2.49,,
"Pagarinātājs HENSKE, 1 gab., 3 m, 5 ligzdas",maxima.lv,,4.99,,
Dzijai,maxima.lv,,,,
Tekstila izstrādājumiem,maxima.lv,,,,
Galda piederumiem un darbarīkiem ēdiena pagatavošanai,maxima.lv,,,,
"Auto mitrās salvetes ROTZ, 1 iepak./40 gab.  (0,03 €/gab.); (0,06 €/gab.)",maxima.lv,,1.29,,
"Auto salona vai stiklu tīrīšanas līdzeklis ROTZ, 500 ml (3,58 €/l); (5,98 €/l)",maxima.lv,,1.79,3.58,€/l
"Sintētiskā eļļa WOLVER SUPERTEC 5W-30, 4 l (4,25 €/l); (7,25 €/l)",maxima.lv,,16.99,4.25,€/l
"Auto gaisa atsvaidzinātājs ROTZ, 1 gab., četri veidi",maxima.lv,,1.79,,
"Auto gaisa atsvaidzinātājs maisiņā ROTZ, 1 gab., četri veidi",maxima.lv,,0.99,,
"Auto gaisa atsvaidzinātājs pudelītē ROTZ, 6 ml, četri veidi (215,00 €/l); (415,00 €/l)",maxima.lv,,1.29,215.00,€/l
"Mikrošķiedras lupatiņa ROTZ, 1 gab., 30x40 cm, divi veidi",maxima.lv,,0.79,,
"Baterijas ENERGIZER AA vai AAA, 1 iepak./10 gab.  (0,40 €/gab.); (0,70 €/gab.)",maxima.lv,,3.99,,
"Sintētiskā eļļa WOLVER SUPERTEC 5W-30, 1 l",maxima.lv,,4.79,4.79,€/l
"Akumulatora zāģis STALWART, 1 gab., 21V",maxima.lv,,24.99,,
"Mērlente STALWART GW-5A84X, 1 gab., 5 m",maxima.lv,,2.99,,
"Akumulatora instrumentu komplekts SOLID, 1 gab., 21V",maxima.lv,,29.99,,
"Instrumentu kaste SOLID, 1 gab., 38x31x7 cm",maxima.lv,,6.99,,
"Ratskrūvgriežu uzgaļu komplekts STALWART, 1 iepak./115 gab.  (0,07 €/gab.); (0,13 €/gab.)",maxima.lv,,7.99,,
"Instrumentu komplekts STALWART, 1 iepak./57 gab.  (0,26 €/gab.); (0,53 €/gab.)",maxima.lv,,14.99,,
"Cirvis STALWART TW-AWP630-D, 1 gab., 630 g",maxima.lv,,4.99,7.92,€/kg
"Instrumentu soma STALWART, 1 gab., 40x24x25 cm",maxima.lv,,5.99,,
Darba instrumentiem un piederumiem,maxima.lv,,,,
Jog. SKYR ISLANDES bez pied.  400g (3.73 €/kg); (4.63 €/kg),maxima.lv,,1.49,3.72,€/kg
Saldais krējums RASA 35% 500ml (5.98 €/l); (7.70 €/l),maxima.lv,,2.99,5.98,€/l
Biezpiens 5% JAUNPILS 275g (6.15 €/kg); (7.60 €/kg),maxima.lv,,1.69,6.15,€/kg
Graudainais biezpiens BALTAIS 7% 500g (4.78 €/kg); (5.98 €/kg),maxima.lv,,2.39,4.78,€/kg
Krēmsiers BALTAIS KLASISKAIS 400g (6.73 €/kg); (8.48 €/kg),maxima.lv,,2.69,6.72,€/kg
Grieķu salātu siers BALTAIS 20% 250g (9.96 €/kg); (11.96 €/kg),maxima.lv,,2.49,9.96,€/kg
Sk. krējums BALTAIS 20% 500g (3.98 €/kg); (5.78 €/kg),maxima.lv,,1.99,3.98,€/kg
Krēmsiers BALTAIS KLASISKAIS 150g (9.93 €/kg); (11.93 €/kg),maxima.lv,,1.49,9.93,€/kg
Biezpiena sieriņš KĀRUMS ar mango 45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Jog. TURKU BALTAIS bez piedevām 300g (3.30 €/kg); (4.83 €/kg),maxima.lv,,0.99,3.30,€/kg
"Piens LIMBAŽU 2,5% 1,5L (0.93 €/l); (1.35 €/l)",maxima.lv,,1.39,0.93,€/l
Jog. MULLER MIX ar šok. bumb. 130g (6.08 €/kg); (7.62 €/kg),maxima.lv,,0.79,6.08,€/kg
Jog. MULLER MIX makad.  ar šok. zvaigz. 130g (6.08 €/kg); (7.62 €/kg),maxima.lv,,0.79,6.08,€/kg
Siers SMILTENE Klasiskais šķēlēs 150g (13.27 €/kg); (15.93 €/kg),maxima.lv,,1.99,13.27,€/kg
Biezpiena sieriņš KĀRUMS vaniļas 45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Biezpiena sieriņš KĀRUMS kokosr.  45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Biezpiena sieriņš KĀRUMS karameļu 45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Biezpiena sieriņš KĀRUMS šokolādes 45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Skābpiena dzēriens AYRAN Baltais 500ml (1.98 €/l); (2.78 €/l),maxima.lv,,0.99,1.98,€/l
Kausētais siers DZINTARS klasiskais 200g (8.95 €/kg); (11.45 €/kg),maxima.lv,,1.79,8.95,€/kg
Kausētais siers DZINTARS ar šķiņķi 200g (8.95 €/kg); (11.75 €/kg),maxima.lv,,1.79,8.95,€/kg
Dzeram. jogurts Skyr ar sāļo karam.  700g (2.41 €/kg); (3.07 €/kg),maxima.lv,,1.69,2.41,€/kg
Dzeram. jogurts Skyr m. zem.  maskarp. 700g (2.41 €/kg); (3.07 €/kg),maxima.lv,,1.69,2.41,€/kg
Jogurta dzēr. Super brok. pers. mar. čia700g (2.41 €/kg); (3.13 €/kg),maxima.lv,,1.69,2.41,€/kg
Dz.  jog.  Super Brokastis mango-čia 700g (2.41 €/kg); (3.13 €/kg),maxima.lv,,1.69,2.41,€/kg
"Vājpiena biezpiens bez laktozes 0,5%275g (7.24 €/kg); (10.73 €/kg)",maxima.lv,,1.99,7.24,€/kg
Skābais krējums SMILTENE 15% 400g (3.73 €/kg); (4.73 €/kg),maxima.lv,,1.49,3.72,€/kg
Piena dz. MULLERMILCH karam. cep. šok.  400g (2.98 €/kg); (4.13 €/kg),maxima.lv,,1.19,2.98,€/kg
Rīvēts siers picai DZIUGAS 43% 200g (13.45 €/kg); (15.95 €/kg),maxima.lv,,2.69,13.45,€/kg
Rīvēts siers salātiem DZIUGAS 40% 200g (13.45 €/kg); (15.95 €/kg),maxima.lv,,2.69,13.45,€/kg
Rīv. siers makaroniem DZIUGAS 42% 200g (13.45 €/kg); (15.95 €/kg),maxima.lv,,2.69,13.45,€/kg
Biezpiena sieriņš KĀRUMS zemeņu 45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Rīvēts puscietais siers SMILTENE 250g (11.96 €/kg); (15.96 €/kg),maxima.lv,,2.99,11.96,€/kg
Siers Mozzarella GRANAROLO 40% 100g (4.95 €/kg); (6.45 €/kg),maxima.lv,,0.99,9.90,€/kg
Jogurts Mix ar vafelēm MULLER 130g (6.08 €/kg); (7.62 €/kg),maxima.lv,,0.79,6.08,€/kg
Biezp. sieriņš KĀRUMS magoņu plomb.  45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Kulinārijas biezpiens BALTAIS 1kg (3.29 €/kg); (3.99 €/kg),maxima.lv,,3.29,3.29,€/kg
Siers SMILTENE Liesais 16% šķēles 150g (13.27 €/kg); (18.60 €/kg),maxima.lv,,1.99,13.27,€/kg
Siers SMILTENE Holandes 45% šķēles 150g (13.27 €/kg); (18.60 €/kg),maxima.lv,,1.99,13.27,€/kg
Siers SMILTENE Maasdamer šķēles 150g (13.27 €/kg); (18.60 €/kg),maxima.lv,,1.99,13.27,€/kg
Biezpiena sieriņš banānu KĀRUMS 45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Jogurts Oga BALTAIS mango 1kg (1.49 €/kg); (1.79 €/kg),maxima.lv,,1.49,1.49,€/kg
Biezpiena sieriņš KĀRUMS melleņu 45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Raudz. piena prod. LAKTO bez laktozes 200g (4.95 €/kg); (6.25 €/kg),maxima.lv,,0.99,4.95,€/kg
Raudz. prod. LAKTO meža zem. bez lakt. 200g (4.95 €/kg); (6.25 €/kg),maxima.lv,,0.99,4.95,€/kg
Raudz. prod. LAKTO aveņu bez lakt. 200g (4.95 €/kg); (6.25 €/kg),maxima.lv,,0.99,4.95,€/kg
Proteīna biezp. krēms vaniļ. BALTAIS 200g (6.95 €/kg); (8.45 €/kg),maxima.lv,,1.39,6.95,€/kg
Proteīna biezp. krēms zemeņu BALTAIS 200g (6.95 €/kg); (8.45 €/kg),maxima.lv,,1.39,6.95,€/kg
Jogurts Grieķu BALTAIS 1kg (3.49 €/kg); (4.19 €/kg),maxima.lv,,3.49,3.49,€/kg
Biezp. sieriņš bez lakt. KĀRUMS persik. 40g (9.75 €/kg); (13.00 €/kg),maxima.lv,,0.39,9.75,€/kg
Biezp. sieriņš bez lakt. KĀRUMS vaniļ. 40g (9.75 €/kg); (13.00 €/kg),maxima.lv,,0.39,9.75,€/kg
Biezp. sieriņš bez lakt. KĀRUMS aveņu 40g (9.75 €/kg); (13.00 €/kg),maxima.lv,,0.39,9.75,€/kg
Piena dzēr. MULLERMILCH Prot. cepumu 400g (4.48 €/kg); (5.98 €/kg),maxima.lv,,1.79,4.48,€/kg
Piena dzēriens MULLERMILCH aveņu 400g (2.98 €/kg); (4.13 €/kg),maxima.lv,,1.19,2.98,€/kg
Piena dzēr. MULLERMILCH Protein aveņu400g (4.48 €/kg); (5.98 €/kg),maxima.lv,,1.79,4.48,€/kg
Jog. dzer. ProteinFit BALTAIS vaniļas 250g (5.16 €/kg); (6.76 €/kg),maxima.lv,,1.29,5.16,€/kg
Jog. dzer. ProteinFit BALTAIS zemeņu 250g (5.16 €/kg); (6.76 €/kg),maxima.lv,,1.29,5.16,€/kg
Siers Tilsiter JAUNPILS šķēlēs 150g (11.27 €/kg); (13.27 €/kg),maxima.lv,,1.69,11.27,€/kg
Siers Kurzemes JAUNPILS šķēlēs 150g (11.27 €/kg); (13.27 €/kg),maxima.lv,,1.69,11.27,€/kg
Siers Gouda JAUNPILS šķēlēs 150g (11.27 €/kg); (13.27 €/kg),maxima.lv,,1.69,11.27,€/kg
Siers Edam JAUNPILS šķēlēs 150g (11.27 €/kg); (13.27 €/kg),maxima.lv,,1.69,11.27,€/kg
Saldais biezp. BALTAIS Tutti Frutti 180g (5.50 €/kg); (7.17 €/kg),maxima.lv,,0.99,5.50,€/kg
Jogurts BALTAIS Skyr vaniļas 300g (4.63 €/kg); (5.63 €/kg),maxima.lv,,1.39,4.63,€/kg
Jogurts BALTAIS Skyr zemeņu 300g (4.63 €/kg); (5.63 €/kg),maxima.lv,,1.39,4.63,€/kg
Saldais biezpiens BALTAIS Dubai šok. 180g (6.61 €/kg); (8.28 €/kg),maxima.lv,,1.19,6.61,€/kg
Šok. pudiņš MERTINGER ar putukrējumu 125g (3.92 €/kg); (5.20 €/kg),maxima.lv,,0.49,3.92,€/kg
Zem. pudiņš MERTINGER ar putukrējumu 125g (3.92 €/kg); (5.20 €/kg),maxima.lv,,0.49,3.92,€/kg
Van. pudiņš MERTINGER ar putukrējumu 125g (3.92 €/kg); (5.20 €/kg),maxima.lv,,0.49,3.92,€/kg
Jogurts Protein LAKTO ķiršu 200g (4.95 €/kg); (6.45 €/kg),maxima.lv,,0.99,4.95,€/kg
Raudz. piena produkts LAKTO barbeļu 450g (3.09 €/kg); (3.98 €/kg),maxima.lv,,1.39,3.09,€/kg
Jogurts Protein LAKTO aveņu-sēklu 200g (4.95 €/kg); (6.45 €/kg),maxima.lv,,0.99,4.95,€/kg
Kaus. siers DZINTARS lociņu-skābkrēj. 200g (8.95 €/kg); (11.75 €/kg),maxima.lv,,1.79,8.95,€/kg
Jogurts Protein LAKTO mango-marak.  200g (4.95 €/kg); (6.45 €/kg),maxima.lv,,0.99,4.95,€/kg
Kaus. siers DZINTARS ceptu sīp. -gail. 200g (8.95 €/kg); (11.75 €/kg),maxima.lv,,1.79,8.95,€/kg
Kausēt. siers TERE ar grilētu vistu 200g (7.95 €/kg); (9.95 €/kg),maxima.lv,,1.59,7.95,€/kg
Kausētais siers TERE klasiskais 200g (7.95 €/kg); (9.95 €/kg),maxima.lv,,1.59,7.95,€/kg
Kausētais siers TERE ar trifelēm 170g (9.35 €/kg); (11.71 €/kg),maxima.lv,,1.59,9.35,€/kg
Kausētais siers TERE ar maurlokiem 200g (7.95 €/kg); (9.95 €/kg),maxima.lv,,1.59,7.95,€/kg
Jogurts BALTAIS Skyr zemeņu 300g (4.63 €/kg); (5.63 €/kg),maxima.lv,,1.39,4.63,€/kg
Saldais biezpiens BALTAIS Dubai šok. 180g (6.61 €/kg); (8.28 €/kg),maxima.lv,,1.19,6.61,€/kg
Šok. pudiņš MERTINGER ar putukrējumu 125g (3.92 €/kg); (5.20 €/kg),maxima.lv,,0.49,3.92,€/kg
Zem. pudiņš MERTINGER ar putukrējumu 125g (3.92 €/kg); (5.20 €/kg),maxima.lv,,0.49,3.92,€/kg
Van. pudiņš MERTINGER ar putukrējumu 125g (3.92 €/kg); (5.20 €/kg),maxima.lv,,0.49,3.92,€/kg
Jogurts Protein LAKTO ķiršu 200g (4.95 €/kg); (6.45 €/kg),maxima.lv,,0.99,4.95,€/kg
Raudz. piena produkts LAKTO barbeļu 450g (3.09 €/kg); (3.98 €/kg),maxima.lv,,1.39,3.09,€/kg
Jogurts Protein LAKTO aveņu-sēklu 200g (4.95 €/kg); (6.45 €/kg),maxima.lv,,0.99,4.95,€/kg
Kaus. siers DZINTARS lociņu-skābkrēj. 200g (8.95 €/kg); (11.75 €/kg),maxima.lv,,1.79,8.95,€/kg
Jogurts Protein LAKTO mango-marak.  200g (4.95 €/kg); (6.45 €/kg),maxima.lv,,0.99,4.95,€/kg
Kaus. siers DZINTARS ceptu sīp. -gail. 200g (8.95 €/kg); (11.75 €/kg),maxima.lv,,1.79,8.95,€/kg
Kausēt. siers TERE ar grilētu vistu 200g (7.95 €/kg); (9.95 €/kg),maxima.lv,,1.59,7.95,€/kg
Kausētais siers TERE klasiskais 200g (7.95 €/kg); (9.95 €/kg),maxima.lv,,1.59,7.95,€/kg
Kausētais siers TERE ar trifelēm 170g (9.35 €/kg); (11.71 €/kg),maxima.lv,,1.59,9.35,€/kg
Kausētais siers TERE ar maurlokiem 200g (7.95 €/kg); (9.95 €/kg),maxima.lv,,1.59,7.95,€/kg
Deserts KĀRUMS Panna Cotta ķiršu 140g (7.07 €/kg); (9.21 €/kg),maxima.lv,,0.99,7.07,€/kg
Deserts KĀRUMS Panna Cotta zemeņu 140g (7.07 €/kg); (9.21 €/kg),maxima.lv,,0.99,7.07,€/kg
Biezp. kr. Prot. BALTAIS Stracciatella 200g (6.95 €/kg); (8.45 €/kg),maxima.lv,,1.39,6.95,€/kg
"Jogurts OGA zemeņu 1,8% 1kg (1.49 €/kg); (1.79 €/kg)",maxima.lv,,1.49,1.49,€/kg
"Jogurts OGA ķiršu 1,8% 1kg (1.49 €/kg); (1.79 €/kg)",maxima.lv,,1.49,1.49,€/kg
"Jogurts OGA persiku 1,8% 1kg (1.49 €/kg); (1.79 €/kg)",maxima.lv,,1.49,1.49,€/kg
Biezpiena sieriņš KĀRUMS riekstu 45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Skābais krēms TUKUMA 20% 400g plēvē (2.48 €/kg); (3.38 €/kg),maxima.lv,,0.99,2.48,€/kg
Siers MOZZARELLA GALBANI 125g (5.41 €/kg); (7.23 €/kg),maxima.lv,,1.19,9.52,€/kg
Sviests saldkrējuma LAZDONA 82% 200g (8.45 €/kg); (16.45 €/kg),maxima.lv,,1.69,8.45,€/kg
"Jogurts OGA melleņu 1,8% 1kg (1.49 €/kg); (1.79 €/kg)",maxima.lv,,1.49,1.49,€/kg
"Kefīrs LIMBAŽU 2,5% 1,5kg (1.13 €/kg); (1.66 €/kg)",maxima.lv,,1.69,1.13,€/kg
Biezpiens JAUNPILS pilnpiena 9% 275g (6.51 €/kg); (7.96 €/kg),maxima.lv,,1.79,6.51,€/kg
"Biezpiens JAUNPILS vājpiena 0,5% 275g (5.78 €/kg); (7.24 €/kg)",maxima.lv,,1.59,5.78,€/kg
Siers DŽIUGAS MILD 40% 12 mēn. izt. 180g (17.72 €/kg); (22.17 €/kg),maxima.lv,,3.19,17.72,€/kg
Siers DŽIUGAS PIQUANT40% 18 mēn. izt. 180g (18.83 €/kg); (23.28 €/kg),maxima.lv,,3.39,18.83,€/kg
Siers DŽIUGAS GOLD izturēts 36 mēn.  180g (21.06 €/kg); (27.72 €/kg),maxima.lv,,3.79,21.06,€/kg
Raudz. piena prod. LAKTO klasisk. 450g (3.09 €/kg); (3.98 €/kg),maxima.lv,,1.39,3.09,€/kg
Raudz. piena prod. LAKTO smiltsērk. 450g (3.09 €/kg); (3.98 €/kg),maxima.lv,,1.39,3.09,€/kg
Kausētais siers DZINTARS ar barav. 200g (8.95 €/kg); (11.75 €/kg),maxima.lv,,1.79,8.95,€/kg
Skābais krējums VALMIERA 20% 450g (4.42 €/kg); (5.31 €/kg),maxima.lv,,1.99,4.42,€/kg
Saldais biezpiens BALTAIS vaniļas 180g (5.50 €/kg); (7.17 €/kg),maxima.lv,,0.99,5.50,€/kg
Sald. biezpiens BALTAIS ar rozīnēm 180g (5.50 €/kg); (7.17 €/kg),maxima.lv,,0.99,5.50,€/kg
Biezpiens 5% VALMIERAS 180 g (6.61 €/kg); (8.61 €/kg),maxima.lv,,1.19,6.61,€/kg
Biezpiens 9% VALMIERAS 180 g (6.61 €/kg); (8.83 €/kg),maxima.lv,,1.19,6.61,€/kg
Biezpiena sieriņš KĀRUMS citronu 45g (8.67 €/kg); (11.56 €/kg),maxima.lv,,0.39,8.67,€/kg
Siers DŽIUGAS DELICATE 40% 24mēn.  180g (19.94 €/kg); (26.61 €/kg),maxima.lv,,3.59,19.94,€/kg
Saldais krējums RASA 35% 200ml (6.95 €/kg); (8.45 €/kg),maxima.lv,,1.39,6.95,€/l
"Piens ANNELE 2,5% 2L pudelē (1.00 €/l); (1.29 €/l)",maxima.lv,,1.99,1.00,€/l
Skābais krējums JAUNPILS ZELTA 20% 400g (4.23 €/kg); (5.98 €/kg),maxima.lv,,1.69,4.22,€/kg
"Piens RASĒNS karameļu 1,5% 200ml (2.95 €/l); (3.95 €/l)",maxima.lv,,0.59,2.95,€/l
"Piens RASĒNS šokolādes 1,5% 200ml (2.95 €/l); (3.95 €/l)",maxima.lv,,0.59,2.95,€/l
"Piens RASĒNS banānu 1,5% 200ml (2.95 €/l); (3.95 €/l)",maxima.lv,,0.59,2.95,€/l
"Piens RASĒNS zemeņu 1,5% 200ml (2.95 €/l); (3.95 €/l)",maxima.lv,,0.59,2.95,€/l
Piena dzēriens MULLERMILCH ar zem.  400g (2.98 €/kg); (4.13 €/kg),maxima.lv,,1.19,2.98,€/kg
Piena dzēriens MULLERMILCH banānu 400g (2.98 €/kg); (4.13 €/kg),maxima.lv,,1.19,2.98,€/kg
Piena dzēriens MULLERMILCH šokolād.  400g (2.98 €/kg); (4.13 €/kg),maxima.lv,,1.19,2.98,€/kg
"Biezpiens EXPORTA 0,5% 250g (5.56 €/kg); (7.56 €/kg)",maxima.lv,,1.39,5.56,€/kg
Biezpiens EXPORTA 9% pilnpiena 250g (6.36 €/kg); (7.96 €/kg),maxima.lv,,1.59,6.36,€/kg
Jogurts GRIEĶU bez piedevām 400g (3.73 €/kg); (4.38 €/kg),maxima.lv,,1.49,3.72,€/kg
Piena dz. MULLERMILCH kokosr. pistāc.  400g (2.98 €/kg); (4.13 €/kg),maxima.lv,,1.19,2.98,€/kg
Raudz. piena prod. LAKTO mell. av.  450g (3.09 €/kg); (3.98 €/kg),maxima.lv,,1.39,3.09,€/kg
Kausēts siers ANNELE kūpināts šķēl.  150g (13.27 €/kg); (16.60 €/kg),maxima.lv,,1.99,13.27,€/kg
Raudz. piena prod. LAKTO m. zem.  450g (3.09 €/kg); (3.98 €/kg),maxima.lv,,1.39,3.09,€/kg
Franču mīkstais siers izturēts Chablis 100g (39.90 €/kg); (49.90 €/kg),maxima.lv,,3.99,39.90,€/kg
Piena dzēriens Hi-Protein SNICKERS 250ml (9.96 €/l); (13.96 €/l),maxima.lv,,2.49,9.96,€/l
Piena dzēriens Hi-Protein MARS 250ml (9.96 €/l); (13.96 €/l),maxima.lv,,2.49,9.96,€/l
Dušas želeja OLD SPICE Whitewater 400ml (8.72 €/l); (9.47 €/l),maxima.lv,,3.49,8.72,€/l
Tr. mazg. līdz. FAIRY Lemon 900ml (3.32 €/l); (3.99 €/l),maxima.lv,,2.99,3.32,€/l
Trauku mazg. maš. tīrīš. līdz SOMAT 3 m. r.  (1.76 €/gab); (2896.67 €/gab),maxima.lv,,5.29,,
Tr. mazg. līdz. FAIRY Pomergranate 900ml (3.32 €/l); (5.54 €/l),maxima.lv,,2.99,3.32,€/l
