title,store,original_price,current_price,unit_price,unit,image_url
LAVAŠS MARKOS 220G,etop.lv,,2.30,10.45,€/kg,https://cdn.etop.lv/products/8594177520093-328x328.png
OLBALTUMVIELU DZĒRIENS PIENA SPĒKS 460G,etop.lv,,1.79,3.89,€/kg,https://cdn.etop.lv/products/4750109159555-328x328.png
ĶIRŠU NAŠĶIS BITS 70G,etop.lv,1.89 € - 2.09 €,1.49,21.29,€/kg,https://cdn.etop.lv/products/4750195024751-328x328.png
RAGŪ RĪGAS MIESNIEKS CŪKGAĻAS KŪPINĀTS 800G,etop.lv,,3.39,4.24,€/kg,https://cdn.etop.lv/products/4750174003012-328x328.png
DESA ĶEKAVA ASPIKA CĀĻA GAĻAS 350G,etop.lv,2.19 € - 2.39 €,1.79,5.11,€/kg,https://cdn.etop.lv/products/4750303024642-328x328.png
PIENS TERE BEZ LAKTOZES 2.5% 1L,etop.lv,1.49 € - 1.69 €,0.99,0.99,€/l,https://cdn.etop.lv/products/4740036018193-328x328.png
ZEMESRIEKSTI JEGA GRAUZDĒTI  AR SĀLI BUNDŽĀ 140G,etop.lv,1.99 € - 2.28 €,1.69,12.07,€/kg,https://cdn.etop.lv/products/4771173213509-328x328.png
ZEMESRIEKSTI JEGA GRAUZD. AR  KRĒJ.UN SĪP.GARŠU BUNDŽĀ 140G,etop.lv,1.99 € - 2.28 €,1.69,12.07,€/kg,https://cdn.etop.lv/products/4771173213530-328x328.png
ZEMESRIEKSTI JEGA GRAUZDĒTI AR SALDO ČILI GARŠU BUNDŽĀ 140G,etop.lv,1.99 € - 2.29 €,1.69,12.07,€/kg,https://cdn.etop.lv/products/4771173213554-328x328.png
UZKODA ESTRELLA POM BEAR AR SIERA GARŠU 65G,etop.lv,1.59 € - 1.79 €,1.19,18.31,€/kg,https://cdn.etop.lv/products/4779028347652-328x328.png
BALTMAIZE LATVIJAS MAIZNIEKS LIELMAIZE 550G,etop.lv,,1.09,1.98,€/kg,https://cdn.etop.lv/products/4750192733458-328x328.png
SAUSĀS BROKASTIS TIP TOP KVIEŠI AR MEDU 500G,etop.lv,,2.29,4.58,€/kg,https://cdn.etop.lv/products/4751023453729-328x328.png
TRAUKU MAZG.LĪDZ.FAIRY PURE CLEAN 450ML,etop.lv,,3.19,7.09,€/l,https://cdn.etop.lv/products/8001090837424-328x328.png
BARĪBA KAĶIEM SAUSĀ OPTIVITAL AR LIELLOPA GAĻU 1.4KG,etop.lv,,6.99,4.99,€/kg,https://cdn.etop.lv/products/5906764001770-328x328.png
BARĪBA KAĶIEM SAUSĀ OPTIVITAL STERILIZ.LASIS 1.4KG,etop.lv,,6.99,4.99,€/kg,https://cdn.etop.lv/products/5906764001817-328x328.png
MAKARONI OPĀ PENNE RIGATE 400G,etop.lv,,0.50,1.25,€/kg,https://cdn.etop.lv/products/4751023453675-328x328.png
MAKARONI OPĀ FUSILLI 400G,etop.lv,,0.50,1.25,€/kg,https://cdn.etop.lv/products/4751023453668-328x328.png
MAKARONI OPĀ CORNETTI RIGATI  400G,etop.lv,,0.50,1.25,€/kg,https://cdn.etop.lv/products/4751023453651-328x328.png
ZUPAS IZLASE KGS KARSTI KŪPINĀTA SVER. FAS.,etop.lv,1.99 € - 2.19 €,1.59,,,https://cdn.etop.lv/products/238211300000-328x328.png
RAUDZĒTS PIENA PRODUKTS LAKTO AVEŅU MELLEŅU 450G,etop.lv,,1.79,3.98,€/kg,https://cdn.etop.lv/products/4750025892642-328x328.png
NŪDELES SAM YANG AR ASĀS VISTAS UN SIERA GARŠU 140G,etop.lv,,2.99,21.36,€/kg,https://cdn.etop.lv/products/8801073116474-328x328.png
NŪDELES SAM YANG AR ASĀS VISTAS GARŠU 140G,etop.lv,,2.99,21.36,€/kg,https://cdn.etop.lv/products/8801073110502-328x328.png
DESA TIP TOP AUKSTI KŪPINĀTA 200G,etop.lv,2.59 € - 2.59 €,1.99,9.95,€/kg,https://cdn.etop.lv/products/4751023453392-328x328.png
ŠOKOLĀDES KONFEKTES ROSHEN ROMASHKA SVER.,etop.lv,7.49 € - 8.39 €,6.49,,,https://cdn.etop.lv/products/4823077604478-328x328.png
KAFIJA ŠĶĪSTOŠĀ JACOBS 3IN1 12.6GX20 MAISS,etop.lv,,5.59,,,https://cdn.etop.lv/products/8711000571972-328x328.png
SALDĒJUMS KARLSONS ĀBOLU UPEŅU 75G,etop.lv,0.75 € - 0.85 €,0.55,7.33,€/kg,https://cdn.etop.lv/products/4750025904147-328x328.png
JOGURTS MÜLLER MIX AR VAFELĒM 130G,etop.lv,,0.99,7.62,€/kg,https://cdn.etop.lv/products/42373278-328x328.png
KAKAO DZĒRIENS MOKATE KARALIS LAUVA 150G,etop.lv,,2.05,13.67,€/kg,https://cdn.etop.lv/products/5900649091993-328x328.png
KEČUPS TIP TOP 830G,etop.lv,,1.69,2.04,€/kg,https://cdn.etop.lv/products/4751023453644-328x328.png
SALAMI TIP TOP KARSTI KŪPINĀTS ŠĶĒLĒS 100G,etop.lv,,1.29,12.90,€/kg,https://cdn.etop.lv/products/4751023453408-328x328.png
BEKONS TIP TOP KARSTI KŪPINĀTS ŠĶĒLĒS 100G,etop.lv,,1.39,13.90,€/kg,https://cdn.etop.lv/products/4751023453613-328x328.png
RUDZU MAIZE TIP TOP 800G,etop.lv,,0.86,1.08,€/kg,https://cdn.etop.lv/products/4751023453637-328x328.png
KAKAO KRĒMS KIDDY LAZDU RIEKSTU 400G,etop.lv,3.09 € - 3.39 €,2.49,6.22,€/kg,https://cdn.etop.lv/products/4002309011363-328x328.png
ZEFĪRS TIP TOP AR VANIĻAS GARŠU 260G,etop.lv,,1.89,7.27,€/kg,https://cdn.etop.lv/products/4751023453569-328x328.png
ZEFĪRS TIP TOP DZĒRVEŅU  260G,etop.lv,,1.89,7.27,€/kg,https://cdn.etop.lv/products/4751023453576-328x328.png
ŽELEJKONFEKTES HARIBO PICO BALLA 85G,etop.lv,1.59 € - 1.79 €,1.19,14.00,€/kg,https://cdn.etop.lv/products/8426617002473-328x328.png
ĪPAŠI TUMŠĀ ŠOKOLĀDE LAIMA LUKSS 70% 90G,etop.lv,2.69 € - 2.99 €,2.09,23.22,€/kg,https://cdn.etop.lv/products/4750001011975-328x328.png
D DZĒRIENS PEPSI MAX GĀZ.2L PET,etop.lv,2.89 € - 2.92 €,1.69,0.84,€/l,https://cdn.etop.lv/products/4770477233572-328x328.png
GRAUDU MAIZE TIP TOP 300G,etop.lv,,0.73,2.43,€/kg,https://cdn.etop.lv/products/4751023453491-328x328.png
SALDAIS BIEZPIENS BALTAIS AR DUBAIJAS ŠOKOLĀDES GARŠU 180G,etop.lv,,1.49,8.28,€/kg,https://cdn.etop.lv/products/4750072519288-328x328.png
PUSSPĀRNI BAUSKA GARŠĪGIE CĀĻU LIELPAKA 800G,etop.lv,4.69 € - 5.09 €,3.99,4.99,€/kg,https://cdn.etop.lv/products/4750303023539-328x328.png
TASTE STORY ČETRU SIERU PICA 125G,etop.lv,1.59 € - 1.79 €,1.19,9.52,€/kg,https://cdn.etop.lv/products/4750192245883-328x328.png
TASTE STORY PICA AR ŠĶIŅĶI UN PAPRIKU 125G,etop.lv,1.59 € - 1.79 €,1.19,9.52,€/kg,https://cdn.etop.lv/products/4750192245913-328x328.png
KAFIJA ŠĶĪSTOŠĀ JACOBS 2IN1 CLASSIC 12.4GX10 MAISS,etop.lv,2.09 € - 2.29 €,1.69,,,https://cdn.etop.lv/products/8711000574034-328x328.png
KAFIJA ŠĶĪSTOŠĀ JACOBS 3IN1 ORGINAL 12.6GX10 MAISS,etop.lv,2.09 € - 2.29 €,1.69,,,https://cdn.etop.lv/products/8711000571958-328x328.png
BIEZPIENS TIP TOP 9% 400G,etop.lv,,2.49,6.22,€/kg,https://cdn.etop.lv/products/4751023453606-328x328.png
KAFIJA MALTA JACOBS BRAZIL&COLOMBIA 450G,etop.lv,13.99 € - 16.99 €,8.49,18.87,€/kg,https://cdn.etop.lv/products/8711000594681-328x328.png
KAFIJA MALTA JACOBS ORIGS UGANDA&KENYA 450G,etop.lv,13.99 € - 16.99 €,8.49,18.87,€/kg,https://cdn.etop.lv/products/8711000594711-328x328.png
DESIŅAS TIP TOP MEDNIEKU 400G,etop.lv,,2.49,6.22,€/kg,https://cdn.etop.lv/products/4751023453682-328x328.png
GARŠVIELA SANTA MARIA VISTAI 275G,etop.lv,5.39 € - 5.79 €,4.69,17.05,€/kg,https://cdn.etop.lv/products/7311311017247-328x328.png
TOSTERMAIZE TIP TOP 500G,etop.lv,,0.87,1.74,€/kg,https://cdn.etop.lv/products/4751023453453-328x328.png
LINSĒKLAS ALIS CO 300G,etop.lv,1.21 € - 1.41 €,0.91,3.03,€/kg,https://cdn.etop.lv/products/4750195024898-328x328.png
SIERS VALIO ATLEET RĪVĒTS PICAI 200G,etop.lv,2.55 € - 2.79 €,2.29,11.45,€/kg,https://cdn.etop.lv/products/4740553690162-328x328.png
CEPUMI TIP TOP IEMĪĻOTIE AR ŠOKOLĀDES GARŠU 180G,etop.lv,,0.69,3.83,€/kg,https://cdn.etop.lv/products/4751023453514-328x328.png
KARAMELES TIP TOP AR BUMBIERU GARŠU SVER.,etop.lv,,3.59,,,https://cdn.etop.lv/products/4820112360504-328x328.png
MARSHMALLOW TIP TOP BBQ 500G,etop.lv,,4.29,8.58,€/kg,https://cdn.etop.lv/products/4751023453583-328x328.png
MAGOŅU SĒKLAS ALIS CO 1 KG,etop.lv,5.69 € - 6.09 €,4.99,4.99,€/kg,https://cdn.etop.lv/products/4750195024195-328x328.png
ČIA SĒKLAS ALIS CO 500G,etop.lv,3.79 € - 4.19 €,3.09,6.18,€/kg,https://cdn.etop.lv/products/4750195024430-328x328.png
ĶIRBJU SĒKLAS ALIS CO LOBĪTAS 500 G,etop.lv,4.45 € - 4.85 €,3.75,7.50,€/kg,https://cdn.etop.lv/products/4750195000045-328x328.png
MATU KONDIC.ELSEVE HYALURON PLUMP 200ML,etop.lv,,5.69,28.45,€/l,https://cdn.etop.lv/products/3600524029845-328x328.png
ŠĶIDRĀS ROKU ZIEPES PALMOLIVE NATURALS ALMOND REFILL 500ML,etop.lv,2.89 € - 3.19 €,2.29,4.58,€/l,https://cdn.etop.lv/products/8003520029133-328x328.png
DUŠAS ŽELEJA PALMOLIVE VĪRIEŠIEM INTENSE SPICE UP 500ML,etop.lv,4.39 € - 4.79 €,3.69,7.38,€/l,https://cdn.etop.lv/products/8718951583191-328x328.png
DUŠAS ŽELEJA PALMOLIVE VĪRIEŠIEM INTENSE JAZZ UP 500ML,etop.lv,4.39 € - 4.79 €,3.69,7.38,€/l,https://cdn.etop.lv/products/8718951726369-328x328.png
VAFELES TIP TOP AR KAKAO GARŠU 150G,etop.lv,,0.99,6.60,€/kg,https://cdn.etop.lv/products/4751023453538-328x328.png
VAFELES TIP TOP AR PIENA GARŠU 150G,etop.lv,,0.99,6.60,€/kg,https://cdn.etop.lv/products/4751023453521-328x328.png
VAFELES TIP TOP AR CITRONA GARŠU 150G,etop.lv,,0.99,6.60,€/kg,https://cdn.etop.lv/products/4751023453545-328x328.png
DESERTS MUSS PROFEEL PROTEĪNA BEZLAKTOZES AVEŅU 150G,etop.lv,1.86 € - 1.89 €,1.49,9.93,€/kg,https://cdn.etop.lv/products/6408432001123-328x328.png
DESERTS MUSS PROFEEL PROTEĪNA BEZLAKTOZES ŠOKOLĀDES 150G,etop.lv,1.86 € - 1.89 €,1.49,9.93,€/kg,https://cdn.etop.lv/products/6408432203398-328x328.png
D SIDRS BEZALK. SOMERSBY PEAR 0.5L CAN,etop.lv,,1.49,2.98,€/l,https://cdn.etop.lv/products/4740019003734-328x328.png
ŠOKOLĀDES BATONIŅŠ LION BLACK WHITE 42G,etop.lv,,1.19,28.33,€/kg,https://cdn.etop.lv/products/8445291426061-328x328.png
ĪPAŠI TUMŠA ŠOKOLĀDE LAIMA LUKSS 87% 90G,etop.lv,2.69 € - 2.99 €,2.09,23.22,€/kg,https://cdn.etop.lv/products/4750001012170-328x328.png
VEĻAS MĪKSTINĀTĀJS LENOR GOLD ORCHID VANILLA 675ML 32MR,etop.lv,4.99 € - 6.19 €,3.59,5.32,€/l,https://cdn.etop.lv/products/8700216723862-328x328.png
VEĻAS MĪKSTINĀTĀJS LENOR SENSITIVE 798ML 38MR,etop.lv,4.99 € - 6.19 €,3.59,4.50,€/l,https://cdn.etop.lv/products/8700216724371-328x328.png
VEĻAS MĪKSTINĀTĀJS LENOR SPRING AWAKENING 798ML 38MR,etop.lv,4.99 € - 5.99 €,3.59,4.50,€/l,https://cdn.etop.lv/products/8700216724463-328x328.png
VEĻAS MAZG.LĪDZ.ARIEL SENSITIVE 1.125L 25MR,etop.lv,8.99 € - 9.89 €,7.99,7.10,€/l,https://cdn.etop.lv/products/8700216691697-328x328.png
VEĻAS MAZG.KAPSULAS ARIEL COLOR 70GAB,etop.lv,,37.99,,,https://cdn.etop.lv/products/8700216764186-328x328.png
VEĻAS MAZG.LĪDZ.ARIEL MOUNTAIN SPRING 1.125L 25MR,etop.lv,8.99 € - 9.89 €,7.99,7.10,€/l,https://cdn.etop.lv/products/8700216691291-328x328.png
TUMŠĀ ŠOKOLĀDE LAIMA LUKSS AR ĶIRŠIEM UN MANDELĒM 90G,etop.lv,2.69 € - 2.99 €,2.09,23.22,€/kg,https://cdn.etop.lv/products/4750001012194-328x328.png
DEZODORANTS OLD SPICE CAPTAIN 50ML,etop.lv,4.09 € - 4.49 €,3.39,67.80,€/l,https://cdn.etop.lv/products/8700216203982-328x328.png
DUŠAS ŽELEJA OLD SPICE WOLF THORN 400ML,etop.lv,4.29 € - 4.69 €,3.59,8.98,€/l,https://cdn.etop.lv/products/4084500978973-328x328.png
SKUVEKLIS GILLETTE SENSOR 3 PLUS COMFORT AR 8 KASETĒM,etop.lv,8.49 € - 9.39 €,7.49,,,https://cdn.etop.lv/products/8700216873284-328x328.png
SIERA UZKODA ĀDAŽI COLLECTION 300G,etop.lv,2.89 € - 3.29 €,2.79,9.30,€/kg,https://cdn.etop.lv/products/4751015689181-328x328.png
SIERS HOLANDES JAUNPILS ŠĶĒLĒS 300G,etop.lv,3.69 € - 3.99 €,2.79,9.30,€/kg,https://cdn.etop.lv/products/4751004061752-328x328.png
SAUTĒJUMS WILLIAM SAURIN PUPIŅU AR PĪLI 400G,etop.lv,,4.99,12.48,€/kg,https://cdn.etop.lv/products/3261051670308-328x328.png
SAUTĒJUMS WILLIAM SAURIN CŪKGAĻAS AR LĒCĀM 400G,etop.lv,,4.99,12.48,€/kg,https://cdn.etop.lv/products/3261051670407-328x328.png
SAUTĒJUMS WILLIAM SAURIN VISTAS AR SĒŅU MĒRCI 400G,etop.lv,,4.99,12.48,€/kg,https://cdn.etop.lv/products/3261051670506-328x328.png
VISTA KRĒJUMA MĒRCĒ WILLIAM SAURIN AR MAKARON. UN SĒNĒM 280G,etop.lv,,4.99,17.82,€/kg,https://cdn.etop.lv/products/3261055954909-328x328.png
SAUTĒJUMS WILLIAM SAURIN TEĻA GAĻAS UN DĀRZEŅU 280G,etop.lv,,4.99,17.82,€/kg,https://cdn.etop.lv/products/3261055954992-328x328.png
SAUTĒJUMS WILLIAM SAURIN TRUŠA BALTVĪNA MĒRCĒ 300G,etop.lv,,4.99,16.63,€/kg,https://cdn.etop.lv/products/3261055954862-328x328.png
NŪDELES SAM YANG RAMEN HOT CHICKEN CARBO 130G,etop.lv,,2.99,23.00,€/kg,https://cdn.etop.lv/products/8801073116467-328x328.png
KAFIJAS PUPIŅAS AROMA GOLD ESPRESSO 1KG,etop.lv,16.99 € - 17.89 €,15.99,15.99,€/kg,https://cdn.etop.lv/products/4771632087580-328x328.png
GRAUDAINAIS BIEZPIENS TIP TOP 9% 185G,etop.lv,,1.25,6.76,€/kg,https://cdn.etop.lv/products/4751023453323-328x328.png
GRAUDAINAIS BIEZPIENS TIP TOP 0.5% 185G,etop.lv,,1.15,6.22,€/kg,https://cdn.etop.lv/products/4751023453330-328x328.png
D ENERĢIJAS DZĒR.CULT GAME CHANGER 500ML CAN,etop.lv,,1.55,3.10,€/l,https://cdn.etop.lv/products/4770477233763-328x328.png
ŠAŠLIKS RĪGAS MIESNIEKS CŪKGAĻAS ETIĶA MARINĀDĒ 800G,etop.lv,4.99 € - 5.39 €,4.29,5.36,€/kg,https://cdn.etop.lv/products/4750174002572-328x328.png
ŠAŠLIKS RĪGAS MIESNIEKS CĀĻA SARKANAJĀ MARINĀDĒ 700G,etop.lv,,5.79,8.27,€/kg,https://cdn.etop.lv/products/4750174002381-328x328.png
DUŠAS ŽELEJA PALMOLIVE SKIN RADIANCE PAPAYA PEACH 500ML,etop.lv,6.69 € - 7.29 €,3.69,7.38,€/l,https://cdn.etop.lv/products/8718951725416-328x328.png
PUPIŅAS FIORINO SARKANĀS 400G,etop.lv,0.97 € - 1.17 €,0.67,1.68,€/kg,https://cdn.etop.lv/products/8053303241825-328x328.png
PUPIŅAS FIORINO SVIESTA 400G,etop.lv,0.99 € - 1.19 €,0.69,1.72,€/kg,https://cdn.etop.lv/products/8053303241832-328x328.png
PUPIŅAS FIORINO MIX 400G,etop.lv,0.97 € - 1.17 €,0.67,1.68,€/kg,https://cdn.etop.lv/products/8053303242211-328x328.png
TURKU ZIRŅI FIORINO 400G,etop.lv,0.95 € - 1.15 €,0.65,1.62,€/kg,https://cdn.etop.lv/products/8053303241856-328x328.png
TOMĀTI FIORINO SAVĀ SULĀ MIZOTI 400G,etop.lv,1.03 € - 1.23 €,0.73,1.82,€/kg,https://cdn.etop.lv/products/8053303242235-328x328.png
TOMĀTI FIORINO SAVĀ SULĀ SASMALCINĀTI 400G,etop.lv,1.09 € - 1.29 €,0.79,1.98,€/kg,https://cdn.etop.lv/products/8053303242228-328x328.png
KAFIJAS DZĒRIENS LOFBERGS ICE SALTED CARAMEL 230ML,etop.lv,,1.79,7.78,€/l,https://cdn.etop.lv/products/7310050005355-328x328.png
SIERS JAUNPILS TILSITER ŠĶĒLĒS 300G,etop.lv,3.69 € - 3.79 €,2.79,9.30,€/kg,https://cdn.etop.lv/products/4751004061776-328x328.png
GRAUDAINAIS BIEZPIENS SMILTENE 9% 200G,etop.lv,,1.69,8.45,€/kg,https://cdn.etop.lv/products/4750109003186-328x328.png
GRAUDAINAIS BIEZPIENS SMILTENE 0.5% 200G,etop.lv,,1.59,7.95,€/kg,https://cdn.etop.lv/products/4750109003155-328x328.png
NŪDELES SANTA MARIA OLU 250G,etop.lv,,2.15,8.60,€/kg,https://cdn.etop.lv/products/7311312008794-328x328.png
GRAUDAINAIS BIEZPIENS SMILTENE 9% 400G,etop.lv,2.69 € - 3.19 €,2.49,6.22,€/kg,https://cdn.etop.lv/products/4750109003179-328x328.png
SINEPES TIP TOP  260G,etop.lv,,1.39,5.35,€/kg,https://cdn.etop.lv/products/4751023453378-328x328.png
KREKERI RĪSU HIPP AR AVEŅU GARŠU 8+ 30G,etop.lv,2.49 € - 2.79 €,1.89,63.00,€/kg,https://cdn.etop.lv/products/4062300256545-328x328.png
BIEZENIS HIPP DAŽĀDU DĀRZEŅU 4+ 125G,etop.lv,1.65 € - 1.85 €,1.25,10.00,€/kg,https://cdn.etop.lv/products/9062300100263-328x328.png
BIEZENIS HIPP APRIKOŽU 4+ 125G,etop.lv,1.65 € - 1.85 €,1.25,10.00,€/kg,https://cdn.etop.lv/products/9062300101697-328x328.png
BIEZENIS HIPP PLŪMJU 4+ 125G,etop.lv,1.65 € - 1.85 €,1.25,10.00,€/kg,https://cdn.etop.lv/products/9062300101314-328x328.png
BIEZENIS HIPP TEĻA GAĻA AR DĀRZEŅIEM 8+ 220G,etop.lv,2.55 € - 2.85 €,1.95,8.86,€/kg,https://cdn.etop.lv/products/9062300103011-328x328.png
BIEZENIS HIPP TĪTARS AR RĪSIEM UN BURKĀNIEM 8+ 220G,etop.lv,2.55 € - 2.85 €,1.95,8.86,€/kg,https://cdn.etop.lv/products/9062300134404-328x328.png
BIEZENIS HIPP NŪDELES AR ŠĶIŅĶI DĀRZEŅIEM 8+ 220G,etop.lv,2.55 € - 2.85 €,1.95,8.86,€/kg,https://cdn.etop.lv/products/9062300103073-328x328.png
BIEZENIS HIPP ZIVS AR MAKARONIEM UN BROKOĻIEM 8+ 220G,etop.lv,2.55 € - 2.85 €,1.95,8.86,€/kg,https://cdn.etop.lv/products/9062300131441-328x328.png
BIEZENIS HIPP VISTAS GAĻA AR DĀRZEŅIEM NŪDELĒM 12+ 220G,etop.lv,2.55 € - 2.85 €,1.95,8.86,€/kg,https://cdn.etop.lv/products/9062300103424-328x328.png
BIEZENIS HIPP TEĻA GAĻA AR TOMĀTIEM NŪDELĒM 12+ 220G,etop.lv,2.55 € - 2.85 €,1.95,8.86,€/kg,https://cdn.etop.lv/products/9062300103523-328x328.png
BIEZENIS HIPP TĪTARA GAĻA AR DĀRZEŅIEM 12+ 220G,etop.lv,2.55 € - 2.85 €,1.95,8.86,€/kg,https://cdn.etop.lv/products/9062300103479-328x328.png
SALDĒJUMS TWISTER MARSHMALLOW 73G,etop.lv,0.89 € - 1.09 €,0.59,8.08,€/kg,https://cdn.etop.lv/products/8711327661509-328x328.png
SALDĒJUMS SULAS CALIPPO ORANGE 105G,etop.lv,,0.99,9.43,€/kg,https://cdn.etop.lv/products/8000920401170-328x328.png
BIEZPIENS OPĀ VĀJPIENA 0.5% 170G,etop.lv,,0.68,4.00,€/kg,https://cdn.etop.lv/products/4751023453347-328x328.png
BIEZPIENS OPĀ 9% 170G,etop.lv,,0.74,4.35,€/kg,https://cdn.etop.lv/products/4751023453354-328x328.png
D ENERĢIJAS DZĒR. MONSTER ULTRA STRAWBERRY DREAMS 500ML CAN,etop.lv,1.29 € - 1.49 €,0.99,1.98,€/l,https://cdn.etop.lv/products/5056784901410-328x328.png
D ENERĢIJAS DZĒR.MONSTER  RIO PUNCH 500ML CAN,etop.lv,1.29 € - 1.49 €,0.99,1.98,€/l,https://cdn.etop.lv/products/5056784902394-328x328.png
KOŠĻĀJAMĀ GUMIJA ORBIT REFRESHERS STRAWBERRY LEMON BOTTLE 30,etop.lv,,5.69,,,https://cdn.etop.lv/products/4009900544559-328x328.png
CĀĻU FILEJA RĪGAS MIESNIEKS ATDZESĒTA ~500G,etop.lv,7.40 € - 8.32 €,5.99,11.98,€/kg,https://cdn.etop.lv/products/640231-328x328.png
KUKURŪZAS NŪJIŅAS TIP TOP SALDĀS 130G,etop.lv,,1.29,9.92,€/kg,https://cdn.etop.lv/products/4751023453279-328x328.png
KUKURŪZAS NŪJIŅAS TIP TOP AR CITRONA GARŠU 130G,etop.lv,,1.29,9.92,€/kg,https://cdn.etop.lv/products/4751023453286-328x328.png
KUKURŪZAS NŪJIŅAS TIP TOP AR IEBIEZINĀTO PIENU 130G,etop.lv,,1.29,9.92,€/kg,https://cdn.etop.lv/products/4751023453293-328x328.png
KOTLETES FOREVERS IKDIENAS CEPTAS 420G,etop.lv,2.19 € - 2.39 €,1.79,4.26,€/kg,https://cdn.etop.lv/products/4751003401443-328x328.png
ŠOKOLĀDE KIT KAT SALTED CARAMELE 99G,etop.lv,,2.99,30.20,€/kg,https://cdn.etop.lv/products/3800020491560-328x328.png
ŠOKOLĀDE KIT KAT HAZELNUT 99G,etop.lv,,2.99,30.20,€/kg,https://cdn.etop.lv/products/3800020491546-328x328.png
ŠOKOLĀDE KIT KAT DOUBLE CHOCHOLATE 99G,etop.lv,,2.99,30.20,€/kg,https://cdn.etop.lv/products/3800020491553-328x328.png
AUZU PĀRSLAS TIP TOP 400G,etop.lv,,0.69,1.72,€/kg,https://cdn.etop.lv/products/4751023453439-328x328.png
SAUSĀS BROKASTIS TIP TOP CANDY RINGS 200G,etop.lv,,1.09,5.45,€/kg,https://cdn.etop.lv/products/4751023453422-328x328.png
TRAUKU MAZG.LĪDZ.MAYERI ALOE VERA 500ML,etop.lv,1.79 € - 1.99 €,1.39,2.78,€/l,https://cdn.etop.lv/products/4740060003455-328x328.png
VEĻAS MAZG.LĪDZ.KASTANIS UNIVERSAL 3IN1 1.8L,etop.lv,6.09 € - 6.49 €,5.39,2.99,€/l,https://cdn.etop.lv/products/4750104005413-328x328.png
VEĻAS MAZG.LĪDZ.KASTANIS UNIVERSAL 3IN1 900ML,etop.lv,4.29 € - 4.69 €,3.59,3.99,€/l,https://cdn.etop.lv/products/4750104005406-328x328.png
VEĻAS MAZG.LĪDZ.KASTANIS COLOR 3IN1 900ML,etop.lv,4.29 € - 4.69 €,3.59,3.99,€/l,https://cdn.etop.lv/products/4750104005321-328x328.png
BIEZPIENA SIERIŅŠ ALMA VANIĻAS 40G,etop.lv,0.39 € - 0.49 €,0.25,6.25,€/kg,https://cdn.etop.lv/products/4740125639209-328x328.png
SALDAIS KRĒJUMS TIP TOP 35% 200ML,etop.lv,,1.09,5.45,€/l,https://cdn.etop.lv/products/4751023453262-328x328.png
VATES PLĀKSNĪTES TIP TOP 120GAB,etop.lv,,1.19,,,https://cdn.etop.lv/products/4751023453248-328x328.png
CEPUMI HAFER AUZU ŠOKOLĀDES AR ŠOKOLĀDES KRĒMU 180G,etop.lv,2.79 € - 3.09 €,2.19,12.17,€/kg,https://cdn.etop.lv/products/8713305812910-328x328.png
CEPUMI HAFER AUZU AR ŠOKOLĀDES KRĒMU 180G,etop.lv,2.79 € - 3.09 €,2.19,12.17,€/kg,https://cdn.etop.lv/products/8713305812927-328x328.png
PIENA ŠOKOLĀDE MILKA AR VESELIEM LAZDU RIEKSTIEM 95G,etop.lv,2.09 € - 2.29 €,1.69,17.79,€/kg,https://cdn.etop.lv/products/7622202262678-328x328.png
KAFIJA MALTA TCHIBO EXCLUSIVE 500G,etop.lv,,15.99,31.98,€/kg,https://cdn.etop.lv/products/4006067213106-328x328.png
SIERS TIP TOP MAASDAMER ŠĶĒLĒS 150G,etop.lv,,1.99,13.27,€/kg,https://cdn.etop.lv/products/4751023453224-328x328.png
BIEZPIENA KRĒMS BALTAIS PROTEIN ZEMEŅU 200G STĀVPAKA,etop.lv,,1.69,8.45,€/kg,https://cdn.etop.lv/products/4750072018828-328x328.png
BIEZPIENA KRĒMS BALTAIS PROTEIN VANIĻAS 200G STĀVPAKA,etop.lv,,1.69,8.45,€/kg,https://cdn.etop.lv/products/4750072018835-328x328.png
HIGIĒNISKĀS PAKETES ALWAYS ULTRA PLATINUM SECURE NIGHT 10GAB,etop.lv,,5.19,,,https://cdn.etop.lv/products/8001841449906-328x328.png
HIGIĒNISKĀS PAKETES LIBRESSE ULTRA NIGHT DUO 16GAB.,etop.lv,,4.69,,,https://cdn.etop.lv/products/7322540960273-328x328.png
SAUSĀS BROKASTIS KELLOGGS FROSTIES 620G,etop.lv,,6.69,10.79,€/kg,https://cdn.etop.lv/products/5059319023229-328x328.png
TĒJA MELNĀ JUST A MINUTE 1.4GX100,etop.lv,,2.69,,,https://cdn.etop.lv/products/5900396000910-328x328.png
SAUSIŅI SIGULDAS MAIZNIEKS MINI AR VANILĪNU 200G,etop.lv,1.29 € - 1.49 €,0.99,4.95,€/kg,https://cdn.etop.lv/products/4750432020522-328x328.png
AVEŅU NAŠĶIS BITS 70G,etop.lv,1.89 € - 2.09 €,1.49,21.29,€/kg,https://cdn.etop.lv/products/4750195024638-328x328.png
BATONIŅŠ HIPP AR AVENĒM UN ĀBOLIEM 12+ 23G,etop.lv,1.59 € - 1.79 €,1.19,51.74,€/kg,https://cdn.etop.lv/products/9062300139027-328x328.png
BATONIŅŠ HIPP AR ĀBOLIEM BANĀNIEM AUZĀM 12+ 23G,etop.lv,1.59 € - 1.79 €,1.19,51.74,€/kg,https://cdn.etop.lv/products/9062300139010-328x328.png
