title,store,original_price,current_price,unit_price,unit,image_url
ZEMEŅU NAŠĶIS BITS 70G,etop.lv,1.89 € - 2.09 €,1.49,21.29,€/kg,https://cdn.etop.lv/products/4750195024621-328x328.png
ĀBOLI ALIS CO ŽĀVĒTI 180G,etop.lv,2.59 € - 2.89 €,1.99,11.06,€/kg,https://cdn.etop.lv/products/4750195024577-328x328.png
DATELES ALIS CO DEGLET NOUR AR KAULIŅIEM 300G,etop.lv,2.89 € - 2.95 €,2.05,6.83,€/kg,https://cdn.etop.lv/products/4750195008836-328x328.png
MAISĪJUMS ALIS CO VITAMĪNU AVOTS 250G,etop.lv,2.69 € - 2.99 €,2.09,8.36,€/kg,https://cdn.etop.lv/products/4750195024584-328x328.png
CĪSIŅI KGS PREMIUM 400G,etop.lv,2.59 € - 2.89 €,1.99,4.98,€/kg,https://cdn.etop.lv/products/4751012432612-328x328.png
SKĀBAIS KRĒJUMS TIP TOP 20% 400G,etop.lv,,1.39,3.48,€/kg,https://cdn.etop.lv/products/4751023453231-328x328.png
PAPĪRA DVIEĻI GRITE ORCHIDEA 120 LAPAS 2KĀRTU,etop.lv,1.79 € - 1.99 €,1.39,,,https://cdn.etop.lv/products/4770023351446-328x328.png
ŠĶIDRĀS ZIEPES PALMOLIVE LAVENDER & BERGAMOT 500ML,etop.lv,2.89 € - 3.19 €,2.29,4.58,€/l,https://cdn.etop.lv/products/8718951681965-328x328.png
KAFIJA ŠĶĪSTOŠĀ JACOB CRONAT INST FD 150G,etop.lv,,8.99,59.93,€/kg,https://cdn.etop.lv/products/8711000687529-328x328.png
KAFIJA ŠĶĪSTOŠĀ JACOBS 3IN1 12.6G 1GAB,etop.lv,0.42 € - 0.52 €,0.22,17.46,€/kg,https://cdn.etop.lv/products/8711000566671-328x328.png
KAFIJA ŠĶĪSTOŠĀ JACOBS 2IN1 12.4G 1GAB,etop.lv,0.52 € - 0.72 €,0.22,17.74,€/kg,https://cdn.etop.lv/products/8711000566695-328x328.png
KAFIJA ŠĶĪSTOŠĀ JACOBS 3IN1 MILD 11.1G 1GAB,etop.lv,0.52 € - 0.72 €,0.22,19.82,€/kg,https://cdn.etop.lv/products/8711000574140-328x328.png
KARBONĀDE NĀKOTNE KARSTI KŪP.FAS. SVER.,etop.lv,8.99 € - 9.69 €,6.99,,,https://cdn.etop.lv/products/2312172400000-328x328.png
KARBONĀDE NĀKOTNE KARSTI KŪP. SVER.,etop.lv,8.99 € - 9.69 €,6.99,,,https://cdn.etop.lv/products/2312171800000-328x328.png
D ALUS BEZALK.LIELVĀRDES GAIŠAIS 0.5L STIKLS,etop.lv,,1.45,2.90,€/l,https://cdn.etop.lv/products/4750132008356-328x328.png
BIEZPIENA SIERIŅŠ ALMA AR AVEŅU PILDĪJUMU 40G,etop.lv,0.39 € - 0.49 €,0.25,6.25,€/kg,https://cdn.etop.lv/products/4740125639230-328x328.png
BIEZPIENA SIERIŅŠ ALMA AR MANGO PILDĪJUMU  40G,etop.lv,0.39 € - 0.49 €,0.25,6.25,€/kg,https://cdn.etop.lv/products/4740125639223-328x328.png
DUŠAS ŽELEJA PALMOLIVE OLIVE 500ML,etop.lv,4.39 € - 4.79 €,3.69,7.38,€/l,https://cdn.etop.lv/products/8714789733166-328x328.png
RAUDZĒTS PIENA PRODUKTS LAKTO AVEŅU 200G,etop.lv,,1.25,6.25,€/kg,https://cdn.etop.lv/products/4750025001211-328x328.png
RAUDZĒTS PIENA PRODUKTS LAKTO MEŽA ZEMEŅU  200G,etop.lv,,1.25,6.25,€/kg,https://cdn.etop.lv/products/4750025001204-328x328.png
CEPUMI LOTUS BISCOFF KARAMELIZĒTI 250G,etop.lv,,3.69,14.76,€/kg,https://cdn.etop.lv/products/5410126716016-328x328.png
TĒJA ZĀĻU OPĀ KUMELĪŠU 1.2GX20,etop.lv,,0.43,,,https://cdn.etop.lv/products/4751023452951-328x328.png
TĒJA ZĀĻU OPĀ PIPARMĒTRU 1.5GX20,etop.lv,,0.43,,,https://cdn.etop.lv/products/4751023452944-328x328.png
KRĒMSIERS TIP TOP KLASISKAIS 150G,etop.lv,,1.39,9.27,€/kg,https://cdn.etop.lv/products/4751023453033-328x328.png
KAUSĒTAIS SIERS TIP TOP HOLANDES 150G,etop.lv,,1.19,7.93,€/kg,https://cdn.etop.lv/products/4751023453026-328x328.png
BARĪBA KAĶIEM SAUSĀ TROPI MĀJPUTNS 2KG,etop.lv,,3.99,2.00,€/kg,https://cdn.etop.lv/products/5902944913529-328x328.png
SMILTIS KAĶIEM PUFFY TAIL SILIKAGELA 10L,etop.lv,,11.39,1.14,€/l,https://cdn.etop.lv/products/4771459696903-328x328.png
BARĪBA KAĶIEM SAUSĀ FRISKIES JUNIOR AR VISTAS GAĻU 300G,etop.lv,1.95 € - 2.29 €,1.35,4.50,€/kg,https://cdn.etop.lv/products/7613032248253-328x328.png
BARĪBA KAĶIEM SAUSĀ FRISKIES STERILIZ. LASIS-DĀRZEŅI 300G,etop.lv,1.95 € - 2.28 €,1.35,4.50,€/kg,https://cdn.etop.lv/products/8445291762688-328x328.png
SALDSKĀBMAIZE FAZER IERAUGA 500G,etop.lv,2.12 € - 2.29 €,1.25,2.50,€/kg,https://cdn.etop.lv/products/4750212903724-328x328.png
BIEZENIS HIPP PERSIKU BANĀNU UN MANGO AR JOGURTU NO 6+ 100G,etop.lv,1.65 € - 1.85 €,1.25,12.50,€/kg,https://cdn.etop.lv/products/9062300437000-328x328.png
BIEZPUTRA AUZU PĀRSLU HIPP 4+ 200G,etop.lv,4.19 € - 4.59 €,3.49,17.45,€/kg,https://cdn.etop.lv/products/9062300000792-328x328.png
GAISA ATSV.AMBI PUR GOLD ORCHID 185ML,etop.lv,,6.55,35.41,€/l,https://cdn.etop.lv/products/8700216261623-328x328.png
GAISA ATSV.AMBI PUR OCEAN MIST 185ML,etop.lv,,6.55,35.41,€/l,https://cdn.etop.lv/products/8700216261586-328x328.png
SPĀRNI BAUSKA CĀĻA KARSTI KŪPINĀTI FAS. SVER. APT. 1.2KG,etop.lv,4.69 € - 5.09 €,3.99,3.32,€/kg,https://cdn.etop.lv/products/2311898000000-328x328.png
SPĀRNI BAUSKA CĀĻA KARSTI KŪPINĀTI FAS. SVER. APT. 400G,etop.lv,4.69 € - 5.09 €,3.99,9.98,€/kg,https://cdn.etop.lv/products/2311898900000-328x328.png
KONSERVI TUNCIS KAIJA EĻĻĀ AR ZAĻ.PIPAR. UN CITR. 160G TL,etop.lv,3.39 € - 3.69 €,2.79,17.44,€/kg,https://cdn.etop.lv/products/4751007735483-328x328.png
MANGO ALIS CO ŽĀVĒTS 200G,etop.lv,3.59 € - 3.89 €,2.99,14.95,€/kg,https://cdn.etop.lv/products/4750195024294-328x328.png
KAFIJA ŠĶĪSTOŠĀ NESCAFE STRONG 3IN1 16G 1GAB,etop.lv,0.49 € - 0.69 €,0.19,11.88,€/kg,https://cdn.etop.lv/products/8445291206878-328x328.png
BATONIŅŠ ZOTT MONTE SNACK 29G,etop.lv,,0.49,16.90,€/kg,https://cdn.etop.lv/products/4014500517377-328x328.png
BIEZPIENA SIERIŅŠ PROTEIN M VANIĻAS AR KALOGĒNU 40G,etop.lv,,0.59,14.75,€/kg,https://cdn.etop.lv/products/4770299402569-328x328.png
KAFIJA ŠĶĪSTOŠĀ TIP TOP GOLD 200G,etop.lv,,6.89,34.45,€/kg,https://cdn.etop.lv/products/4751023452821-328x328.png
KAFIJA ŠĶĪSTOŠĀ TIP TOP CLASSIC 200G,etop.lv,,6.29,31.45,€/kg,https://cdn.etop.lv/products/4751023452838-328x328.png
KRĒMSIERS SNOFRISK 125G,etop.lv,,2.99,23.92,€/kg,https://cdn.etop.lv/products/7038010031250-328x328.png
PUTRA RĪSU ANNELE AR MELLENĒM 200G,etop.lv,,1.29,6.45,€/kg,https://cdn.etop.lv/products/4770265215278-328x328.png
DESA BIOVELA IECIENĪTĀ AR SPEĶI 500G,etop.lv,1.89 € - 2.09 €,1.49,2.98,€/kg,https://cdn.etop.lv/products/4770081177170-328x328.png
KAFIJAS DZĒRIENS LOFBERGS ICE LATTE MACCHIATO ORG.230ML,etop.lv,,1.79,7.78,€/l,https://cdn.etop.lv/products/7310050005171-328x328.png
KŪKA STABURADZE TIRAMISU 280G,etop.lv,4.19 € - 4.59 €,3.49,12.46,€/kg,https://cdn.etop.lv/products/4750076000225-328x328.png
ŪDENS TIP TOP DZERAMAIS NEGĀZ.5L PET,etop.lv,,0.99,0.20,€/l,https://cdn.etop.lv/products/4751023452968-328x328.png
D ŪDENS TIP TOP DZERAMAIS GĀZ.1.5L PET,etop.lv,,0.44,0.29,€/l,https://cdn.etop.lv/products/4751023452982-328x328.png
D ŪDENS TIP TOP DZERAMAIS NEGĀZ.1.5L PET,etop.lv,,0.44,0.29,€/l,https://cdn.etop.lv/products/4751023452975-328x328.png
D ŪDENS TIP TOP DZERAMAIS SPORT NEGĀZ.500ML PET,etop.lv,,0.35,0.70,€/l,https://cdn.etop.lv/products/4751023453002-328x328.png
D ŪDENS TIP TOP DZERAMAIS GĀZ.500ML PET,etop.lv,,0.29,0.58,€/l,https://cdn.etop.lv/products/4751023452999-328x328.png
D BEZALK.KOKT. GARAGE HARD LEMON 0.275L STIKLS,etop.lv,,1.29,4.69,€/l,https://cdn.etop.lv/products/4750049004649-328x328.png
D SIDRS BEZALK. SOMERSBY MANDARIN 0.5L CAN,etop.lv,,1.49,2.98,€/l,https://cdn.etop.lv/products/4750049004069-328x328.png
KAFIJA MALTA JACOBS KRONUNG 250G,etop.lv,5.79 € - 6.39 €,4.89,19.56,€/kg,https://cdn.etop.lv/products/8711000576533-328x328.png
VEĻAS MAZG.KAPSULAS REX LOTUS UNIVERSAL 13GAB,etop.lv,,6.99,,,https://cdn.etop.lv/products/9000101803693-328x328.png
VEĻAS MAZG.KAPSULAS REX ORCHID COLOR 13GAB,etop.lv,,6.99,,,https://cdn.etop.lv/products/9000101804539-328x328.png
ČIA SĒKLAS ALIS CO 300G,etop.lv,2.59 € - 2.89 €,1.99,6.63,€/kg,https://cdn.etop.lv/products/4750195024553-328x328.png
SĒKLU MAISĪJUMS ALISCO 300G,etop.lv,1.99 € - 2.05 €,1.49,4.97,€/kg,https://cdn.etop.lv/products/4750195024560-328x328.png
GARŠVIELA SANTA MARIA WASABI SEZAMA 44G,etop.lv,3.39 € - 3.69 €,2.79,63.41,€/kg,https://cdn.etop.lv/products/7311311015984-328x328.png
RĪSI TASTE ME PARABOILED 125GX4,etop.lv,,1.59,,,https://cdn.etop.lv/products/1896555558023-328x328.png
ŠOKOLĀDES KONFEKTES LAIMA SERENĀDE SVER.,etop.lv,,14.99,,,https://cdn.etop.lv/products/4750001953268-328x328.png
STILBI ĶEKAVA CĀĻU BEZ LOCĪTAVAS FAS. APT. 500G SVER.,etop.lv,3.88 € - 4.80 €,3.69,7.38,€/kg,https://cdn.etop.lv/products/2311872500000-328x328.png
ŠOKOLĀDES KONFEKTES LAIMA DIĀNA SVER.,etop.lv,,14.99,,,https://cdn.etop.lv/products/4750001951219-328x328.png
KONFEKTES ROSHEN KORIVKA SVER.,etop.lv,5.19 € - 5.59 €,4.49,,,https://cdn.etop.lv/products/4823077602450-328x328.png
GAĻA NĀKOTNE AZAIDA FAS. SVER.,etop.lv,,9.69,,,https://cdn.etop.lv/products/2312120800000-328x328.png
GAĻA NĀKOTNE AZAIDA SVER.,etop.lv,,9.69,,,https://cdn.etop.lv/products/2312112600000-328x328.png
BALTMAIZE FAZER IERAUGA 500G,etop.lv,1.65 € - 1.85 €,1.25,2.50,€/kg,https://cdn.etop.lv/products/4750212903625-328x328.png
KARAMELES TIP TOP AR BĀRBEĻU GARŠU SVER.,etop.lv,,3.99,,,https://cdn.etop.lv/products/4751023452708-328x328.png
CŪKGAĻAS KARBONĀDE KGS BEZ ĀDAS SVER.,etop.lv,4.39 € - 4.79 €,3.69,,,https://cdn.etop.lv/products/238216260000-328x328.png
VISTAS FILEJA RĪGAS MIESNIEKS SVAIGA SVER.,etop.lv,6.99 € - 7.40 €,5.99,,,https://cdn.etop.lv/products/640016-328x328.png
RAUDZĒTS PIENA PROD LAKTO MELLENE BANĀNS LINSĒK BEZLAKT 270G,etop.lv,,1.59,5.89,€/kg,https://cdn.etop.lv/products/4750025903065-328x328.png
RAUDZĒTS PIENA PRODUKTS LAKTO ZEMENE MANGO BEZLAKTOZES 270G,etop.lv,,1.59,5.89,€/kg,https://cdn.etop.lv/products/4750025903058-328x328.png
D DZĒRIENS PEPSI MAX GĀZ.1L PET,etop.lv,,1.79,1.79,€/l,https://cdn.etop.lv/products/4770477231875-328x328.png
D DZĒRIENS ENJOY CITRONU ZEMEŅU GĀZ. 1.5L PET,etop.lv,1.69 € - 1.72 €,1.19,0.79,€/l,https://cdn.etop.lv/products/4750042001799-328x328.png
MILTI TIP TOP KVIEŠU 2KG,etop.lv,,1.89,0.94,€/kg,https://cdn.etop.lv/products/4751023452876-328x328.png
MILTI OPĀ  KVIEŠU 2KG,etop.lv,,1.25,0.62,€/kg,https://cdn.etop.lv/products/4751023452883-328x328.png
DUŠAS ŽELEJA PALMOLIVE FOR MEN REFRESING VĪR. 500ML,etop.lv,,7.29,14.58,€/l,https://cdn.etop.lv/products/8714789733104-328x328.png
KRĒMS KĀRUMS SALDĀ KRĒJUMA AR CITRONA GARŠU 150G,etop.lv,,0.99,6.60,€/kg,https://cdn.etop.lv/products/4750025000924-328x328.png
SALDAIS BIEZPIENS BALTAIS TUTTI FRUTTI 180G,etop.lv,,1.29,7.17,€/kg,https://cdn.etop.lv/products/4750072518267-328x328.png
ŠKIDRĀS ZIEPES MAYERI GREIPFRŪTS PUTU 300ML,etop.lv,,2.89,9.63,€/l,https://cdn.etop.lv/products/4740060012037-328x328.png
SKUVEKĻI GILLETTE VENUS 3 COLORS VIENREIZLIET. SIEV.6GAB.,etop.lv,8.79 € - 12.99 €,8.39,,,https://cdn.etop.lv/products/7702018426201-328x328.png
DUŠAS ŽELEJA OLD SPICE 2IN1 CAPTAIN VĪR.400ML,etop.lv,4.29 € - 4.69 €,3.59,8.98,€/l,https://cdn.etop.lv/products/8700216859820-328x328.png
SALDĒJUMS MAGNUM ALMOND 83G,etop.lv,1.69 € - 1.89 €,1.29,15.54,€/kg,https://cdn.etop.lv/products/8711327609341-328x328.png
GAĻA RM ZEMNIEKU GAUMĒ SVER.,etop.lv,8.95 € - 9.15 €,6.99,,,https://cdn.etop.lv/products/2374603600000-328x328.png
KOŠĻĀJAMAS KONFEKTES SKITTLES WILD BERRY 95G,etop.lv,1.99 € - 2.29 €,1.59,16.74,€/kg,https://cdn.etop.lv/products/4009900510837-328x328.png
KOŠĻĀJAMAS KONFEKTES SKITTLES CRAZY SOURS 95G,etop.lv,1.99 € - 2.29 €,1.59,16.74,€/kg,https://cdn.etop.lv/products/4009900510851-328x328.png
KOŠĻĀJAMAS KONFEKTES SKITTLES FRUITS 95G,etop.lv,1.99 € - 2.29 €,1.59,16.74,€/kg,https://cdn.etop.lv/products/4009900510813-328x328.png
GAĻA RM ZEMNIEKU GAUMĒ FAS.SVER.,etop.lv,8.49 € - 9.15 €,6.99,,,https://cdn.etop.lv/products/2303111800000-328x328.png
ZOBU PASTA BLANX CLASSIC BALINOŠĀ ADVANCE WHITENING 75ML,etop.lv,,6.49,86.53,€/l,https://cdn.etop.lv/products/8017331051474-328x328.png
PASTĒTE TIP TOP AKNU 180G,etop.lv,,1.29,7.17,€/kg,https://cdn.etop.lv/products/4751023452715-328x328.png
CŪKGAĻAS KARBONĀDE KGS BEZ ĀDAS SVER.FAS.,etop.lv,4.39 € - 4.79 €,3.69,,,https://cdn.etop.lv/products/238216270000-328x328.png
ZOBU PASTA COLGATE MAX FRESH COOLING CRYSTALS 75ML,etop.lv,,3.29,43.87,€/l,https://cdn.etop.lv/products/8718951313255-328x328.png
BIETES TIP TOP VĀRĪTAS APAĻĀS 500G,etop.lv,,0.95,1.90,€/kg,https://cdn.etop.lv/products/4751023452852-328x328.png
BIETES TIP TOP VĀRĪTAS GRIEZTAS 500G,etop.lv,,0.99,1.98,€/kg,https://cdn.etop.lv/products/4751023452869-328x328.png
KAFIJA MALTA LÖFBERGS INFERNO EXTRA DARK RA 450G,etop.lv,,15.29,33.98,€/kg,https://cdn.etop.lv/products/7310050010847-328x328.png
KĀPOSTI DIMDIŅI SPICIE SKĀBĒTI AR BURKĀNIEM MARINĀDĒ 850G,etop.lv,,1.89,2.22,€/kg,https://cdn.etop.lv/products/4751001620662-328x328.png
KŪKA STABURADZE KAMENĪTE 320G,etop.lv,4.19 € - 4.59 €,3.49,10.91,€/kg,https://cdn.etop.lv/products/4750076000263-328x328.png
SAUSMAIZĪTES SELGA NATURE AR TIMIĀNU UN SĒKLĀM 200G,etop.lv,2.59 € - 2.89 €,1.99,9.95,€/kg,https://cdn.etop.lv/products/4750007000331-328x328.png
CEPUMI TIP TOP IEMĪĻOTIE 180G,etop.lv,,0.62,3.44,€/kg,https://cdn.etop.lv/products/4751023452791-328x328.png
CEPUMI TIP TOP IEMĪĻOTIE AR IEBIEZINĀTĀ PIENA GARŠU 180G,etop.lv,,0.62,3.44,€/kg,https://cdn.etop.lv/products/4751023452807-328x328.png
NŪDELES MAGGI AR LIELLOPU GAĻAS GARŠU 59.2G,etop.lv,,0.89,15.03,€/kg,https://cdn.etop.lv/products/7613037096149-328x328.png
NŪDELES MAGGI AR ASU VISTAS GAĻAS GARŠU 59.2G,etop.lv,,0.89,15.03,€/kg,https://cdn.etop.lv/products/7613037096163-328x328.png
GALETES LESTELLO RĪSU AR MELNĀS ŠOKOLĀDES GLAZŪRU 72G,etop.lv,1.49 € - 1.79 €,1.19,16.53,€/kg,https://cdn.etop.lv/products/5902609001059-328x328.png
GRAUDU MAIZE LĀČI TUMŠĀ SĒKLU 250G,etop.lv,,1.47,5.88,€/kg,https://cdn.etop.lv/products/4752236001912-328x328.png
IKDIENAS IELIKTNĪŠI CAREFREE COTTON FEEL FLEXIFORM 56GAB,etop.lv,,5.69,,,https://cdn.etop.lv/products/3574661482194-328x328.png
HIGIĒNISKĀS PAKETES BELLA HERBS TILIA 12GAB.,etop.lv,,1.69,,,https://cdn.etop.lv/products/5900516711191-328x328.png
KAFIJAS KAPSULAS LAVAZZA A MODO MIO ORO 120G,etop.lv,,8.99,74.92,€/kg,https://cdn.etop.lv/products/8000070063310-328x328.png
KAFIJAS KAPSULAS LAVAZZA A MODO MIO LUNGO DOLCE 128G,etop.lv,8.59 € - 8.99 €,5.99,46.80,€/kg,https://cdn.etop.lv/products/8000070086494-328x328.png
KAFIJAS KAPSULAS LAVAZZA A MODO MIO DELIZIOSO 120G,etop.lv,,8.99,74.92,€/kg,https://cdn.etop.lv/products/8000070086012-328x328.png
KAFIJAS KAPSULAS LAVAZZA A MODO MIO INTENSO 120G,etop.lv,8.59 € - 8.99 €,5.99,49.92,€/kg,https://cdn.etop.lv/products/8000070086029-328x328.png
KAFIJAS KAPSULAS LAVAZZA A MODO MIO PASSIONALE 120G,etop.lv,,8.99,74.92,€/kg,https://cdn.etop.lv/products/8000070086005-328x328.png
TARTE TORTĪNE LATVIJAS MAIZNIEKS RABARBERU 650G,etop.lv,,9.99,15.37,€/kg,https://cdn.etop.lv/products/4750192245067-328x328.png
SALDAIS BIEZPIENS BALTAIS AR ROZĪNĒM 180G,etop.lv,,1.29,7.17,€/kg,https://cdn.etop.lv/products/4750072510551-328x328.png
VALRIEKSTI ALIS CO ČAUMALĀ 300G,etop.lv,2.65 € - 2.95 €,2.05,6.83,€/kg,https://cdn.etop.lv/products/4750195011232-328x328.png
SAULESPUĶU SĒKLAS ALIS CO LOBĪTAS 200G,etop.lv,1.07 € - 1.27 €,0.77,3.85,€/kg,https://cdn.etop.lv/products/4750195008164-328x328.png
MAISĪJUMS ALIS CO TROPISKAIS 200G,etop.lv,2.49 € - 2.79 €,1.89,9.45,€/kg,https://cdn.etop.lv/products/4750195019764-328x328.png
ZEMESRIEKSTI JEGA KRAUKŠ. APV. AR KAUSĒTĀ SIERA GARŠU 200G,etop.lv,,2.09,10.45,€/kg,https://cdn.etop.lv/products/4771173210751-328x328.png
SIERS TIP TOP TILZĪTES  ŠĶĒLĒS 500G,etop.lv,,3.99,7.98,€/kg,https://cdn.etop.lv/products/4751023452630-328x328.png
SIERS TIP TOP HOLANDES ŠĶĒLĒS 500G,etop.lv,,3.99,7.98,€/kg,https://cdn.etop.lv/products/4751023452647-328x328.png
MĀRRUTKI TIP TOP 170G,etop.lv,,0.89,5.24,€/kg,https://cdn.etop.lv/products/4751023452739-328x328.png
SARDELES FOREVERS MINI 700G,etop.lv,3.09 € - 3.39 €,2.49,3.56,€/kg,https://cdn.etop.lv/products/4751003401306-328x328.png
SALDĒJUMS TIP TOP PLOMBĪRA UZ KOCIŅA 60G,etop.lv,,0.59,9.83,€/kg,https://cdn.etop.lv/products/4751023452685-328x328.png
SALDĒJUMS TIP TOP ŠOKOLĀDES UZ KOCIŅA 60G,etop.lv,,0.59,9.83,€/kg,https://cdn.etop.lv/products/4751023452692-328x328.png
SALD. MAIZĪTES IZCEP PATS KANĒĻA 320G,etop.lv,3.09 € - 3.39 €,2.49,7.78,€/kg,https://cdn.etop.lv/products/4750192244275-328x328.png
DESIŅAS PEKPOL KABANOS KLASISKĀS XXL 360G,etop.lv,,3.79,10.53,€/kg,https://cdn.etop.lv/products/5903195022442-328x328.png
CEPUMI LORENZ SALTLETTS SĀĻIE JUNIOR FARM 125G,etop.lv,,1.79,14.32,€/kg,https://cdn.etop.lv/products/4018077663017-328x328.png
BATERIJAS ENERGIZER BASE AA 3+1 GAB,etop.lv,,3.79,,,https://cdn.etop.lv/products/7638900302103-328x328.png
PREZERVATĪVI DUREX PLEASUREMAX RIBBED DOTTED N3,etop.lv,,4.59,,,https://cdn.etop.lv/products/5038483175545-328x328.png
SALVETES KOSMĒTISKĀS OPĀ! 2KĀRTAS 150GAB,etop.lv,,1.09,,,https://cdn.etop.lv/products/4751023452722-328x328.png
TUALETES PAPĪRS TIP TOP 3KĀRTAS 16RUĻĻI,etop.lv,,4.99,,,https://cdn.etop.lv/products/4751023452746-328x328.png
AUTIŅBIKSĪTES PAMPERS PANTS SPLASHERS S5 14+KG 10GAB,etop.lv,,7.99,,,https://cdn.etop.lv/products/8001090728951-328x328.png
AUTIŅBIKSĪTES PAMPERS PANTS SPLASHERS S3 6-11KG 12GAB,etop.lv,,7.99,0.73,€/kg,https://cdn.etop.lv/products/8001090698346-328x328.png
BIEZENIS HIPP BANĀNU BUMBIERU MANGO 4+ 100G,etop.lv,1.65 € - 1.85 €,1.25,12.50,€/kg,https://cdn.etop.lv/products/9062300133766-328x328.png
BIEZENIS HIPP ĀBOLU MEŽA OGU PERSIKU 4+ 100G,etop.lv,1.65 € - 1.85 €,1.25,12.50,€/kg,https://cdn.etop.lv/products/9062300133773-328x328.png
BIEZENIS HIPP ĀBOLU BANĀNU 4+ 100G,etop.lv,1.65 € - 1.85 €,1.25,12.50,€/kg,https://cdn.etop.lv/products/9062300133711-328x328.png
ŠAMPŪNS DUŠAS ŽELEJA HIPP BABYSANFT 400ML,etop.lv,5.59 € - 5.99 €,4.89,12.22,€/l,https://cdn.etop.lv/products/4062300419391-328x328.png
IKDIENAS IELIKTNĪŠI BELLA WHITE PANTY MINI IKDIENAS 36GAB.,etop.lv,,1.29,,,https://cdn.etop.lv/products/5900516312381-328x328.png
KĀPOSTI EZERKAULIŅI AR BURKĀNIEM SKĀBĒTI 800G,etop.lv,1.69 € - 1.89 €,1.29,1.61,€/kg,https://cdn.etop.lv/products/4751000814567-328x328.png
TORTE SMILTENE BIEZPIENA AR ĶIRŠIEM 500G,etop.lv,5.49 € - 6.49 €,4.69,9.38,€/kg,https://cdn.etop.lv/products/4750109677578-328x328.png
DŪMDESA RĪGAS MIESNIEKS NEPARASTĀ AR SĒKLIŅĀM 300G,etop.lv,,4.49,14.97,€/kg,https://cdn.etop.lv/products/4750174443672-328x328.png
BARĪBA SUŅIEM SAUSĀ DARLING VISTA-DĀRZEŅI 3KG,etop.lv,,9.99,3.33,€/kg,https://cdn.etop.lv/products/7613034592781-328x328.png
BARĪBA SUŅIEM SAUSĀ DARLING GAĻAS IZL.DĀRZEŅI 3KG,etop.lv,,9.99,3.33,€/kg,https://cdn.etop.lv/products/7613032933760-328x328.png
DESA NĀKOTNE LAUKU PUSŽĀVĒTA 300G,etop.lv,2.09 € - 2.29 €,1.69,5.63,€/kg,https://cdn.etop.lv/products/4751003570620-328x328.png
OLĪVAS ZAĻĀS GRIKIOS SIERA PILDĪJUMU 200G,etop.lv,,2.99,14.95,€/kg,https://cdn.etop.lv/products/5902431270739-328x328.png
PIPARI ĶIRŠU GRIKIOS SIERA PILDĪJUMU 200G,etop.lv,,2.99,14.95,€/kg,https://cdn.etop.lv/products/5902431270753-328x328.png
KOTLETES RĪGAS MIESNIEKS POŽARSKA CĀĻA FILEJAS 350G,etop.lv,,2.99,8.54,€/kg,https://cdn.etop.lv/products/4740003010373-328x328.png
RIEKSTI ALIS CO INDIJAS PREMIUM 120G,etop.lv,2.89 € - 3.19 €,2.29,19.08,€/kg,https://cdn.etop.lv/products/4750195017098-328x328.png
ZEMESRIEKSTI ALIS CO GRAUZDĒTI ČAUMALĀ 300G,etop.lv,1.89 € - 2.09 €,1.49,4.97,€/kg,https://cdn.etop.lv/products/4750195007488-328x328.png
MAKARONI TIP TOP FUSILLI 400G,etop.lv,,0.89,2.22,€/kg,https://cdn.etop.lv/products/4751023450216-328x328.png
MAKARONI TIP TOP CORNETTI RIGATI 400G,etop.lv,,0.89,2.22,€/kg,https://cdn.etop.lv/products/4751023450223-328x328.png
MAKARONI TIP TOP PENNE RIGATE 400G,etop.lv,,0.89,2.22,€/kg,https://cdn.etop.lv/products/4751023450230-328x328.png
SALDĒJUMS TIP TOP ŠOKOLĀDES 240G,etop.lv,,1.49,6.21,€/kg,https://cdn.etop.lv/products/4751023450285-328x328.png
SALDĒJUMS TIP TOP PLOMBĪRA 240G,etop.lv,,1.49,6.21,€/kg,https://cdn.etop.lv/products/4751023450278-328x328.png
MAKARONI TIP TOP SPAGHETTI NR.7 400G,etop.lv,,0.89,2.22,€/kg,https://cdn.etop.lv/products/4751023450247-328x328.png
PREZERVATĪVI DUREX CLASSIC N3,etop.lv,,2.59,,,https://cdn.etop.lv/products/5010232967861-328x328.png
BARĪBA SUŅIEM KONS.PEDIGREE JUNIOR AR VIST.UN LIELL.G.100GX4,etop.lv,2.79 € - 2.89 €,1.89,,,https://cdn.etop.lv/products/5900951293948-328x328.png
D LIMONĀDE KLASISKĀ GĀZ.1.5L PET,etop.lv,,1.39,0.93,€/l,https://cdn.etop.lv/products/4750142005321-328x328.png
D MINERĀLŪDENS 885 DABĪGAIS NEGĀZĒTS  PH 7.4 1.5L PET,etop.lv,,0.79,0.53,€/l,https://cdn.etop.lv/products/4751036900197-328x328.png
D MINERĀLŪDENS 885 DABĪGAIS GĀZĒTS PH 7.4 1.5L PET,etop.lv,,0.79,0.53,€/l,https://cdn.etop.lv/products/4751036900203-328x328.png
D MINERĀLŪDENS VENDEN NEGĀZ.1.5L PET,etop.lv,0.79 € - 0.82 €,0.59,0.39,€/l,https://cdn.etop.lv/products/4751014940962-328x328.png
D MINERĀLŪDENS VENDEN GĀZ.1.5L PET,etop.lv,0.79 € - 0.82 €,0.59,0.39,€/l,https://cdn.etop.lv/products/4751014940955-328x328.png
STILBI ĶEKAVA CĀĻU  BEZ LOCĪTAVAS A KAT. SVER.,etop.lv,3.88 € - 4.90 €,3.69,,,https://cdn.etop.lv/products/2311872600000-328x328.png
