title,store,original_price,current_price,unit_price,unit,image_url
"Dabigs minerālūdens AKVILE, 1,5 l, negāzēts vai viegli gāzēts (0,33 €/l); (0,43 €/l)",maxima.lv,,0.49,0.33,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//dabigs-mineraludens-akvile-00225-0922095135.png?1790059895
"Gāzēts dzēriens COCA-COLA vai COCA-COLA ZERO, 1 iepak./6x 330 ml (1,31 €/l)",maxima.lv,5.99,2.59,7.85,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//gazets-dzeriens-coca-cola-vai-coca-cola-zero-00226-0922095135.png?1790059895
"Enerģijas dzēriens MONSTER, 553 ml, divi veidi (1,79 €/l); (3,42 €/l)",maxima.lv,,0.99,1.79,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//energijas-dzeriens-monster-00227-0922095124.png?1790059884
"Baltmaize KUNGU, 400 g, sagriezta
                            (3,23 €/kg)",maxima.lv,,1.29,3.22,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//baltmaize-kungu-00228-0922095124.png?1790059884
"Kūka NAPOLEONS ar avenēm, 400 g
                            (9,98 €/kg)",maxima.lv,,3.99,9.98,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//kuka-napoleons-ar-avenem-00229-0922095124.png?1790059884
"Siera salāti ar burkāniem, 500 g
                            (8,98 €/kg)",maxima.lv,,4.49,8.98,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//siera-salati-ar-burkaniem-00230-0922095124.png?1790059884
"Siers ar zilo pelējumu FARM MILK, 100 g
                            (9,60 €/kg)",maxima.lv,,0.96,9.60,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//siers-ar-zilo-pelejumu-farm-milk-00231-0922095124.png?1790059884
"Avokado eļļa MANTOVA, 200 ml, izsmidzināma
                            (29,95 €/l)",maxima.lv,,5.99,29.95,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//avokado-ella-mantova-00232-0922095123.png?1790059883
"Tomātu biezenis LA MOLISANA PASSATA, 690 g
                            (4,04 €/kg)",maxima.lv,,2.79,4.04,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//tomatu-biezenis-la-molisana-passata-00233-0922095123.png?1790059883
"Sātīgais rasoļņiks KRONIS, 530 g
                            (3,38 €/kg)",maxima.lv,,1.79,3.38,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//satigais-rasolniks-kronis-00234-0922095123.png?1790059883
"Cāļa šķiņķi WELL DONE, 500 g
                            (5,38 €/kg)",maxima.lv,,2.69,5.38,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//cala-skinki-well-done-00235-0922095123.png?1790059883
"Liellopa gulašs WELL DONE, 400 g
                            (13,13 €/kg)",maxima.lv,,5.25,13.12,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//liellopa-gulass-well-done-00236-0922095123.png?1790059883
"Vītināta desa FUET WELL DONE, 150 g
                            (13,27 €/kg)",maxima.lv,,1.99,13.27,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//vitinata-desa-fuet-well-done-00237-0922095123.png?1790059883
"Zaļie zirnīši WELL DONE, 400 g
                            (2,45 €/kg)",maxima.lv,,0.98,2.45,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//zalie-zirnisi-well-done-00238-0922095123.png?1790059883
"Cūkgaļas sardeles WELL DONE, 400 g
                            (5,48 €/kg)",maxima.lv,,2.19,5.48,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//cukgalas-sardeles-well-done-00239-0922095123.png?1790059883
"Aknu pastēte ar saldo krējumu RAKVERE, 200 g
                            (8,95 €/kg)",maxima.lv,,1.79,8.95,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//aknu-pastete-ar-saldo-krejumu-rakvere-00240-0922095123.png?1790059883
"Mintaja fileja WELL DONE, 475 g
                            (7,35 €/kg)",maxima.lv,,3.49,7.35,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//mintaja-fileja-well-done-00241-0922095123.png?1790059883
"Siļķu filejas gabaliņi marinādē ar sīpoliem un gurķi WELL DONE, 200 g
                            (8,95 €/kg)",maxima.lv,,1.79,8.95,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//silku-filejas-gabalini-marinade-ar-sipoliem-un-gurki-well-done-00242-0922095129.png?1790059889
"Smēriņš WELL DONE, 160 g, trīs veidi
                            (14,31 €/kg)",maxima.lv,,2.29,14.31,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//smerins-well-done-00243-0922095129.png?1790059889
"Cepumi CHERRY SMILE vai COCOA RING, 350 g
                            (8,54 €/kg)",maxima.lv,,2.99,8.54,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//cepumi-cherry-smile-vai-cocoa-ring-00244-0922095129.png?1790059889
"Želejas konfektes WELL DONE, 35 g, trīs veidi
                            (28,29 €/kg)",maxima.lv,,0.99,28.29,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//zelejas-konfektes-well-done-00245-0922095129.png?1790059889
"Zefirs LAIMA, 200 g, trīs veidi
                            (9,45 €/kg)",maxima.lv,,1.89,9.45,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//zefirs-laima-00246-0922095129.png?1790059889
"Konfekšu kārba MIO&RIO, 400 g
                            (11,73 €/kg)",maxima.lv,,4.69,11.72,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//konfeksu-karba-mio-rio-00247-0922095129.png?1790059889
"Griķi ZELTA SAULE, 1 kg",maxima.lv,,1.99,1.99,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//griki-zelta-saule-00248-0922095129.png?1790059889
"Makaroni BARILLA, 500 g, četri veidi
                            (3,18 €/kg)",maxima.lv,,1.59,3.18,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//makaroni-barilla-00249-0922095129.png?1790059889
"Pilngraudu vai ātri vārāmās auzu pārslas WELL DONE, 500 g
                            (1,98 €/kg)",maxima.lv,,0.99,1.98,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//pilngraudu-vai-atri-varamas-auzu-parslas-well-done-00250-0922095129.png?1790059889
"BIO putra HOLLE ar cepumu un ābolu, 250 g, 6+
                            (14,76 €/kg)",maxima.lv,,3.69,14.76,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//bio-putra-holle-ar-cepumu-un-abolu-00251-0922095129.png?1790059889
"Proteīna lēcu čipsi ar skābā krējuma un sīpolu garšu ME2U, 65 g
                            (30,62 €/kg)",maxima.lv,,1.99,30.62,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//proteina-lecu-cipsi-ar-skaba-krejuma-un-sipolu-garsu-me2u-00252-0922095135.png?1790059895
"Grauzdēti zemesrieksti ESTRELLA, 240 g
                            (9,13 €/kg)",maxima.lv,,2.19,9.12,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//grauzdeti-zemesrieksti-estrella-00253-0922095135.png?1790059895
"Musli HERKULESS, 350 g, trīs veidi
                            (5,40 €/kg)",maxima.lv,,1.89,5.40,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//musli-herkuless-00254-0922095135.png?1790059895
"Tējas koncentrāts WELL DONE, 520 ml, smiltsērkšķu vai cidoniju
                            (10,56 €/l)",maxima.lv,,5.49,10.56,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//tejas-koncentrats-well-done-00255-0922095135.png?1790059895
"Maltā kafija LAVAZZA, 250 g, ORO vai ESPRESSO
                            (25,96 €/kg)",maxima.lv,,6.49,25.96,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//malta-kafija-lavazza-00256-0922095135.png?1790059895
"Negāzēts dzēriens VITAMIN PRO PERFORMANCE, 500 ml, FIT ZERO vai RELAX
                            (2,98 €/l)",maxima.lv,,1.49,2.98,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//negazets-dzeriens-vitamin-pro-performance-00257-0922095139.png?1790059899
"Negāzēts dzēriens MANGAĻI ISOTONIC, 750 ml, greipfrūtu vai apelsīnu
                            (1,59 €/l)",maxima.lv,,1.19,1.59,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//negazets-dzeriens-mangali-isotonic-00258-0922095139.png?1790059899
"Gāzēts dzēriens KANE'S, 330 ml, PURE LEMON vai COLA&HERBS
                            (2,09 €/l)",maxima.lv,,0.69,2.09,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//gazets-dzeriens-kane-s-00259-0922095139.png?1790059899
"Dušas želeja DOVE MEN+CARE, 400 ml, CLEAN COMFORT vai SANDALWOOD (7,98 €/l); (13,23 €/l)",maxima.lv,,3.19,7.98,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//dusas-zeleja-dove-men-care-00260-0922095139.png?1790059899
"Micelārais ūdens GARNIER, 400 ml (14,98 €/l); (25,73 €/l)",maxima.lv,,5.99,14.98,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//micelarais-udens-garnier-00261-0922095139.png?1790059899
"Ziepes NANCY, 140 g, ALOE VERA&HONEY vai MILK&ALMOND (4,21 €/kg); (6,36 €/kg)",maxima.lv,,0.59,4.21,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//ziepes-nancy-00262-0922095139.png?1790059899
"Ikdienas ieliktnīši BELLA SOFT DEO FRESH, 1 iepak./60 gab.  (0,03 €/gab.); (0,04 €/gab.)",maxima.lv,,1.69,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//ikdienas-ieliktnisi-bella-soft-deo-fresh-00263-0922095139.png?1790059899
"Dezodorants OLD SPICE, 150 ml, WOLFTHORN vai WHITE WATER (24,60 €/l); (37,93 €/l)",maxima.lv,,3.69,24.60,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//dezodorants-old-spice-00264-0922095139.png?1790059899
"Zobu pasta SENSODYNE EXTRA WHITENING, 75 ml (62,53 €/l); (97,20 €/l)",maxima.lv,,4.69,62.53,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//zobu-pasta-sensodyne-extra-whitening-00265-0922095139.png?1790059899
"Skuveklis GILLETTE FUSION, 1 gab.  +2 kasetes",maxima.lv,,9.59,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//skuveklis-gillette-fusion-00266-0922095139.png?1790059899
"Trauku mazgāšanas līdzeklis FAIRY, 450 ml, LEMON vai TEA TREE MINT (4,20 €/l); (7,09 €/l)",maxima.lv,,1.89,4.20,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//trauku-mazgasanas-lidzeklis-fairy-00267-0922095136.png?1790059896
"Tīrīšanas līdzeklis virtuvei FROSCH GRAPEFRUIT, 500 ml (4,58 €/l); (9,58 €/l)",maxima.lv,,2.29,4.58,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//tirisanas-lidzeklis-virtuvei-frosch-grapefruit-00268-0922095136.png?1790059896
"Veļas mazgāšanas līdzeklis PERSIL COLOR, 1,98 l/44 m. r.  (6,56 €/l); (10,35 €/l)",maxima.lv,,12.99,6.56,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//velas-mazgasanas-lidzeklis-persil-color-00269-0922095136.png?1790059896
"Veļas mīkstinātājs SILAN FRESH SKY, 880 ml/40 m. r.  (3,74 €/l); (5,90 €/l)",maxima.lv,,3.29,3.74,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//velas-mikstinatajs-silan-fresh-sky-00270-0922095136.png?1790059896
Papīra kosmētiskajām salvetēm un kabatlakatiņiem,maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//papira-kosmetiskajam-salvetem-un-kabatlakatiniem-00271-0922095136.png?1790059896
Autiņbiksītēm HUGGIES PANTS,maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//autinbiksitem-huggies-pants-00272-0922095136.png?1790059896
Bērnu mitrajām salvetēm,maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//bernu-mitrajam-salvetem-00273-0922095136.png?1790059896
Zīdaiņu aksesuāriem,maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//zidainu-aksesuariem-00274-0922095136.png?1790059896
"Konservētā suņu barība PEDIGREE, 1 iepak./4x 100 g, trīs veidi (no 4,73 €/kg); (no 6,88 €/kg)",maxima.lv,,1.89,18.90,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//konserveta-sunu-bariba-pedigree-00275-0922095136.png?1790059896
"Sausā kaķu barība PURINA ONE STERILCAT, 1,4 kg (4,99 €/kg); (7,78 €/kg)",maxima.lv,,6.99,4.99,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//sausa-kaku-bariba-purina-one-sterilcat-00276-0922095136.png?1790059896
"Cepšanas traukiem, folijām un cepampapīriem",maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//cepsanas-traukiem-folijam-un-cepampapiriem-00277-0922095137.png?1790059897
Vienreizējās lietošanas salvetēm un galdautiem,maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//vienreizejas-lietosanas-salvetem-un-galdautiem-00278-0922095137.png?1790059897
"Svecēm, svečturiem, mājas aromātiem un kapu svecēm",maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//svecem-svecturiem-majas-aromatiem-un-kapu-svecem-00279-0922095137.png?1790059898
Apakšveļai un pidžamām,maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//apaksvelai-un-pidzamam-00280-0922095138.png?1790059898
"Cepurēm, šallēm un cimdiem",maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//cepurem-sallem-un-cimdiem-00281-0922095138.png?1790059898
Konservēšanas piederumiem,maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//konservesanas-piederumiem-00282-0922095138.png?1790059898
Auto precēm,maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//auto-precem-00283-0922095138.png?1790059898
"Grīdas slota+mainama lupata HOME EXPERT, 1 kompl.",maxima.lv,,3.99,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//gridas-slota-mainama-lupata-home-expert-00284-0922095138.png?1790059898
"Bezvadu putekļu sūcējs TEFAL TY2079WO, 1 gab.",maxima.lv,,134.99,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//bezvadu-puteklu-sucejs-tefal-ty2079wo-00285-0922095138.png?1790059898
"Tvaika gludeklis HENSKE SM1011B-GS, 1 gab.",maxima.lv,,14.99,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//tvaika-gludeklis-henske-sm1011b-gs-00286-0922095138.png?1790059898
"Grīdas slotas lupata HOME EXPERT, 1 gab., 41x12 cm",maxima.lv,,1.99,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//gridas-slotas-lupata-home-expert-00287-0922095144.png?1790059904
"Mikrošķiedras lupatiņas HOME EXPERT, 1 iepak./3 gab., 30x30 cm (0,50 €/gab.); (1,00 €/gab.)",maxima.lv,,1.49,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//mikroskiedras-lupatinas-home-expert-00288-0922095144.png?1790059904
"Tīrīšanas sūkļi HOME EXPERT, 1 iepak./12 gab.  (0,08 €/gab.); (0,21 €/gab.)",maxima.lv,,0.99,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//tirisanas-sukli-home-expert-00289-0922095144.png?1790059904
"Smaržīgie atkritumu maisi HOME EXPERT, 1 iepak., 10 gab./60 l vai 20 gab./35 l (no 0,04 €/gab.); (no 0,07 €/gab.)",maxima.lv,,0.79,0.01,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//smarzigie-atkritumu-maisi-home-expert-00290-0922095144.png?1790059904
"Atkritumu maisi HOME EXPERT, 1 iepak., 15 gab./35 l vai 16 gab./60 l (no 0,06 €/gab.); (no 0,12 €/gab.)",maxima.lv,,0.99,0.03,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//atkritumu-maisi-home-expert-00291-0922095144.png?1790059904
"Papīra ruļļa turētājs HOME EXPERT, 1 gab., 16,5x60 cm",maxima.lv,,4.99,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//papira-rulla-turetajs-home-expert-00292-0922095144.png?1790059904
"Plastmasas kaste HOME EXPERT, 1 gab., 28,2x19,6x15,5 cm",maxima.lv,,2.49,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//plastmasas-kaste-home-expert-00293-0922095144.png?1790059904
"Mantu uzglabāšanas kaste ar vāku un klipšiem HOME EXPERT, 1 gab., 20 l",maxima.lv,,3.99,0.20,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//mantu-uzglabasanas-kaste-ar-vaku-un-klipsiem-home-expert-00294-0922095144.png?1790059904
"Metāla pakaramie ar PVC pārklājumu HOME EXPERT, 1 iepak./10 gab.  (0,20 €/gab.); (0,40 €/gab.)",maxima.lv,,1.99,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//metala-pakaramie-ar-pvc-parklajumu-home-expert-00295-0922095144.png?1790059904
"Dušas aizkars HOME EXPERT, 1 gab., 180x180 cm",maxima.lv,,2.99,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//dusas-aizkars-home-expert-00296-0922095144.png?1790059904
"Pūku noņemšanas rullītis HOME EXPERT, 1 iepak./3x 60 loksnes (0,50 €/gab.); (1,00 €/gab.)",maxima.lv,,1.49,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//puku-nonemsanas-rullitis-home-expert-00297-0922095149.png?1790059909
Sadzīves ūdens filtriem un kasetēm,maxima.lv,,,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//sadzives-udens-filtriem-un-kasetem-00298-0922095149.png?1790059909
"Gultas veļas maiss HOME EXPERT, 1 gab., 90x45x15 cm vai 60x45x30 cm",maxima.lv,,1.99,,,https://www.maxima.lv/uploads/sale/2026/sales_page/09/22//gultas-velas-maiss-home-expert-00299-0922095149.png?1790059909
Jog. SKYR ISLANDES bez pied.  400g (3.73 €/kg); (4.63 €/kg),maxima.lv,,1.49,3.72,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//jog-skyr-islandes-bez-pied-400g-00001-0914152607.png?1789388767
Saldais krējums RASA 35% 500ml (5.98 €/l); (7.70 €/l),maxima.lv,,2.99,5.98,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//saldais-krejums-rasa-35-500ml-00002-0914152607.png?1789388767
Graudainais biezpiens BALTAIS 7% 500g (4.78 €/kg); (5.98 €/kg),maxima.lv,,2.39,4.78,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//graudainais-biezpiens-baltais-7-500g-00004-0914152607.png?1789388767
Grieķu salātu siers BALTAIS 20% 250g (9.96 €/kg); (11.96 €/kg),maxima.lv,,2.49,9.96,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//grieku-salatu-siers-baltais-20-250g-00006-0914152611.png?1789388771
Sk. krējums BALTAIS 20% 500g (3.98 €/kg); (5.78 €/kg),maxima.lv,,1.99,3.98,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//sk-krejums-baltais-20-500g-00007-0914152611.png?1789388771
Jog. TURKU BALTAIS bez piedevām 300g (3.30 €/kg); (4.83 €/kg),maxima.lv,,0.99,3.30,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//jog-turku-baltais-bez-piedevam-300g-00010-0914152611.png?1789388771
"Piens LIMBAŽU 2,5% 1,5L (0.93 €/l); (1.35 €/l)",maxima.lv,,1.39,0.93,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//piens-limbazu-2-5-1-5l-00011-0914152611.png?1789388771
Biezpiena sieriņš KĀRUMS kokosr.  45g (9.33 €/kg); (11.56 €/kg),maxima.lv,,0.42,9.33,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//biezpiena-sierins-karums-kokosr-45g-00016-0914152611.png?1789388771
Skābpiena dzēriens AYRAN Baltais 500ml (1.98 €/l); (2.78 €/l),maxima.lv,,0.99,1.98,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//skabpiena-dzeriens-ayran-baltais-500ml-00019-0914152611.png?1789388771
Kausētais siers DZINTARS klasiskais 200g (8.95 €/kg); (11.45 €/kg),maxima.lv,,1.79,8.95,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//kausetais-siers-dzintars-klasiskais-200g-00020-0914152611.png?1789388771
Kausētais siers DZINTARS ar šķiņķi 200g (8.95 €/kg); (11.75 €/kg),maxima.lv,,1.79,8.95,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//kausetais-siers-dzintars-ar-skinki-200g-00021-0914152611.png?1789388771
Skābais krējums SMILTENE 15% 400g (3.73 €/kg); (4.73 €/kg),maxima.lv,,1.49,3.72,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//skabais-krejums-smiltene-15-400g-00023-0914152611.png?1789388771
Piena dz. MULLERMILCH karam. cep. šok.  400g (2.98 €/kg); (4.13 €/kg),maxima.lv,,1.19,2.98,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//piena-dz-mullermilch-karam-cep-sok-400g-00024-0914152611.png?1789388771
Biezpiena sieriņš KĀRUMS zemeņu 45g (9.33 €/kg); (11.56 €/kg),maxima.lv,,0.42,9.33,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//biezpiena-sierins-karums-zemenu-45g-00028-0914152613.png?1789388773
Biezp. sieriņš KĀRUMS magoņu plomb.  45g (9.33 €/kg); (11.56 €/kg),maxima.lv,,0.42,9.33,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//biezp-sierins-karums-magonu-plomb-45g-00032-0914152613.png?1789388773
Biezpiena sieriņš banānu KĀRUMS 45g (9.33 €/kg); (11.56 €/kg),maxima.lv,,0.42,9.33,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//biezpiena-sierins-bananu-karums-45g-00037-0914152613.png?1789388773
Biezp. sieriņš bez lakt. KĀRUMS persik. 40g (10.50 €/kg); (13.00 €/kg),maxima.lv,,0.42,10.50,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//biezp-sierins-bez-lakt-karums-persik-40g-00044-0914152613.png?1789388773
Biezp. sieriņš bez lakt. KĀRUMS vaniļ. 40g (10.50 €/kg); (13.00 €/kg),maxima.lv,,0.42,10.50,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//biezp-sierins-bez-lakt-karums-vanil-40g-00045-0914152613.png?1789388773
Biezp. sieriņš bez lakt. KĀRUMS aveņu 40g (10.50 €/kg); (13.00 €/kg),maxima.lv,,0.42,10.50,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//biezp-sierins-bez-lakt-karums-avenu-40g-00046-0914152613.png?1789388773
Piens RASĒNS zemeņu mazāk cukura 200ml (2.95 €/l); (3.95 €/l),maxima.lv,,0.59,2.95,€/l,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//piens-rasens-zemenu-mazak-cukura-200ml-00047-0914152613.png?1789388773
Piena dzēr. MULLERMILCH Prot. cepumu 400g (4.48 €/kg); (5.98 €/kg),maxima.lv,,1.79,4.48,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//piena-dzer-mullermilch-prot-cepumu-400g-00048-0914152608.png?1789388768
Piena dzēriens MULLERMILCH aveņu 400g (2.98 €/kg); (4.13 €/kg),maxima.lv,,1.19,2.98,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//piena-dzeriens-mullermilch-avenu-400g-00049-0914152608.png?1789388768
Piena dzēr. MULLERMILCH Protein aveņu400g (4.48 €/kg); (5.98 €/kg),maxima.lv,,1.79,4.48,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//piena-dzer-mullermilch-protein-avenu400g-00050-0914152608.png?1789388768
Siers Tilsiter JAUNPILS šķēlēs 150g (11.27 €/kg); (13.27 €/kg),maxima.lv,,1.69,11.27,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//siers-tilsiter-jaunpils-skeles-150g-00053-0914152608.png?1789388768
Siers Kurzemes JAUNPILS šķēlēs 150g (11.27 €/kg); (13.27 €/kg),maxima.lv,,1.69,11.27,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//siers-kurzemes-jaunpils-skeles-150g-00054-0914152608.png?1789388768
Siers Gouda JAUNPILS šķēlēs 150g (11.27 €/kg); (13.27 €/kg),maxima.lv,,1.69,11.27,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//siers-gouda-jaunpils-skeles-150g-00055-0914152608.png?1789388768
Siers Edam JAUNPILS šķēlēs 150g (11.27 €/kg); (13.27 €/kg),maxima.lv,,1.69,11.27,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//siers-edam-jaunpils-skeles-150g-00056-0914152608.png?1789388768
Šok. pudiņš MERTINGER ar putukrējumu 125g (3.92 €/kg); (5.20 €/kg),maxima.lv,,0.49,3.92,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//sok-pudins-mertinger-ar-putukrejumu-125g-00059-0914152608.png?1789388768
Zem. pudiņš MERTINGER ar putukrējumu 125g (3.92 €/kg); (5.20 €/kg),maxima.lv,,0.49,3.92,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//zem-pudins-mertinger-ar-putukrejumu-125g-00060-0914152608.png?1789388768
Van. pudiņš MERTINGER ar putukrējumu 125g (3.92 €/kg); (5.20 €/kg),maxima.lv,,0.49,3.92,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//van-pudins-mertinger-ar-putukrejumu-125g-00061-0914152608.png?1789388768
Jogurts Protein LAKTO ķiršu 200g (4.95 €/kg); (6.45 €/kg),maxima.lv,,0.99,4.95,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//jogurts-protein-lakto-kirsu-200g-00062-0914152610.png?1789388770
Raudz. piena produkts LAKTO barbeļu 450g (3.09 €/kg); (3.98 €/kg),maxima.lv,,1.39,3.09,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//raudz-piena-produkts-lakto-barbelu-450g-00063-0914152610.png?1789388770
Jogurts Protein LAKTO aveņu-sēklu 200g (4.95 €/kg); (6.45 €/kg),maxima.lv,,0.99,4.95,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//jogurts-protein-lakto-avenu-seklu-200g-00064-0914152610.png?1789388770
Kaus. siers DZINTARS lociņu-skābkrēj. 200g (8.95 €/kg); (11.75 €/kg),maxima.lv,,1.79,8.95,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//kaus-siers-dzintars-locinu-skabkrej-200g-00065-0914152610.png?1789388770
Jogurts Protein LAKTO mango-marak.  200g (4.95 €/kg); (6.45 €/kg),maxima.lv,,0.99,4.95,€/kg,https://www.maxima.lv/uploads/sale/2026/sales_page/09/14//jogurts-protein-lakto-mango-marak-200g-00066-0914152610.png?1789388770
